PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, SPED
Station name, SanPedro        
Begin Date, 2011-01-01
End Date, 2019-08-02
Release Date, 2019-08-03
Source file, SPED.cwu.nam08.pos
Offset from source file, 7.09 mm North, 27.30 mm East, 17.54 mm Vertical
Reference position, 18.4610151265 North Latitude, -69.3055732035 East Longitude, -22.11387 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-12-26,19.14, 104.38, 14.85, 1.7, 1.99, 8.32, suppf,
2017-12-27,19.51, 105.05, 19.99, 1.66, 1.9, 7.99, suppf,
2017-12-28,18.42, 101.89, 11.65, 1.66, 1.95, 8, suppf,
2017-12-29,20.47, 103.74, 10.11, 1.63, 1.95, 8.02, suppf,
2017-12-30,18.51, 103.96, 12.71, 1.6, 1.89, 7.73, suppf,
2017-12-31,17.07, 106.27, 16.88, 1.65, 1.87, 7.83, suppf,
2018-01-01,18.39, 103.51, 15.51, 1.64, 1.84, 7.75, suppf,
2018-01-02,19.80, 104.64, 26.50, 1.65, 1.88, 7.74, suppf,
2018-01-03,18.84, 104.89, 18.88, 1.65, 1.88, 7.94, suppf,
2018-01-04,19.14, 105.39, 20.60, 1.62, 1.85, 7.72, suppf,
2018-01-05,20.44, 104.48, 19.26, 1.69, 1.96, 8.1, suppf,
2018-01-06,20.55, 105.32, 17.37, 1.68, 1.94, 8.07, suppf,
2018-01-07,20.68, 103.59, 10.44, 1.68, 1.89, 8.01, suppf,
2018-01-08,18.65, 107.44, 28.54, 1.72, 2.11, 8.62, suppf,
2018-01-09,18.74, 102.24, 23.35, 1.65, 1.88, 7.86, suppf,
2018-01-10,20.07, 103.26, 27.80, 1.64, 1.95, 8.07, suppf,
2018-01-11,23.78, 105.19, 19.45, 1.68, 1.92, 8.17, suppf,
2018-01-12,20.04, 104.40, 17.61, 1.63, 1.89, 7.9, suppf,
2018-01-13,18.25, 106.11, 23.18, 1.65, 1.95, 8.08, suppf,
2018-01-14,20.32, 103.12, 23.93, 1.72, 1.87, 8.21, suppf,
2018-01-15,17.66, 105.42, 15.94, 2.02, 2.42, 9.73, suppf,
2018-01-16,17.74, 106.35, 17.50, 1.84, 2.35, 8.91, suppf,
2018-01-17,19.36, 104.89, 28.19, 1.73, 2.05, 8.21, suppf,
2018-01-18,18.30, 104.09, 8.83, 1.61, 1.81, 7.59, suppf,
2018-01-19,21.43, 102.78, 17.03, 1.62, 1.83, 7.64, suppf,
2018-01-20,20.40, 104.75, 15.10, 1.63, 1.86, 7.81, suppf,
2018-01-21,18.57, 105.84, 17.38, 1.99, 2.23, 9.68, suppf,
2018-01-22,19.16, 105.23, 20.17, 1.63, 1.85, 7.76, suppf,
2018-01-23,20.08, 104.21, 19.13, 1.65, 1.83, 7.84, suppf,
2018-01-24,18.52, 108.09, 17.56, 1.82, 2.18, 8.91, suppf,
2018-01-25,18.19, 105.86, 12.14, 1.64, 1.89, 8.04, suppf,
2018-01-26,19.88, 105.24, 18.46, 1.65, 1.85, 8, suppf,
2018-01-27,20.65, 104.81, 35.25, 1.7, 1.95, 8.34, suppf,
2018-01-28,20.37, 106.49, 25.75, 1.7, 1.89, 8.35, suppf,
2018-01-29,19.27, 107.27, 13.45, 1.68, 1.92, 8.34, suppf,
2018-01-30,19.30, 104.24, 16.99, 1.66, 1.95, 8.2, suppf,
2018-01-31,18.87, 105.82, 19.56, 1.68, 1.98, 8.41, suppf,
2018-02-01,20.19, 106.30, 19.46, 1.69, 2, 8.32, suppf,
2018-02-02,17.90, 108.64, 17.64, 1.67, 1.94, 8.31, suppf,
2018-02-03,19.86, 106.05, 17.15, 1.66, 1.88, 8.04, suppf,
2018-02-04,17.56, 107.71, 18.86, 1.65, 1.84, 8.04, suppf,
2018-02-05,17.84, 105.60, 7.30, 1.68, 1.82, 8.03, suppf,
2018-02-06,18.53, 106.75, 10.12, 1.79, 2.09, 8.56, suppf,
2018-02-07,18.23, 104.76, 18.00, 1.67, 1.9, 7.96, suppf,
2018-02-08,19.97, 106.34, 15.14, 1.68, 1.85, 8.04, suppf,
2018-02-09,19.47, 104.81, 2.49, 1.69, 1.87, 8.2, suppf,
2018-02-10,19.44, 107.73, 10.50, 1.65, 1.85, 7.98, suppf,
2018-02-11,19.33, 106.50, 16.05, 1.64, 1.81, 7.87, suppf,
2018-02-12,17.10, 105.13, 19.85, 1.71, 1.87, 8.25, suppf,
2018-02-13,18.41, 108.90, 7.50, 1.73, 1.92, 8.5, suppf,
2018-02-14,19.29, 102.72, 8.35, 1.83, 2, 8.88, suppf,
2018-02-15,19.12, 103.44, 11.72, 1.64, 1.8, 7.85, suppf,
2018-02-16,18.57, 104.48, 20.54, 1.64, 1.82, 7.94, suppf,
2018-02-17,21.02, 105.49, 26.40, 1.75, 1.94, 8.45, suppf,
2018-02-18,19.99, 106.42, 28.57, 1.65, 1.82, 7.96, suppf,
2018-02-19,20.28, 103.55, 17.89, 1.66, 1.8, 7.93, suppf,
2018-02-20,18.82, 105.65, 15.00, 1.65, 1.82, 7.88, suppf,
2018-02-21,19.18, 102.49, 24.27, 1.77, 1.88, 8.6, suppf,
2018-02-22,15.33, 106.59, 16.79, 1.69, 1.88, 8.13, suppf,
2018-02-23,17.44, 107.00, 11.74, 1.76, 1.92, 8.77, suppf,
2018-02-24,19.22, 104.61, -2.26, 1.68, 1.9, 8.18, suppf,
2018-02-25,19.30, 105.74, 10.24, 1.68, 1.84, 8.05, suppf,
2018-02-26,16.56, 106.85, 6.06, 1.66, 1.85, 7.85, suppf,
2018-02-27,16.54, 107.60, 17.89, 1.69, 1.87, 8.03, suppf,
2018-02-28,19.65, 105.33, 15.17, 1.77, 1.94, 8.47, suppf,
2018-03-01,17.76, 105.04, 16.34, 1.68, 1.88, 8.15, suppf,
2018-03-02,16.85, 105.43, 9.71, 1.67, 1.82, 8.04, suppf,
2018-03-03,16.99, 107.17, 14.32, 1.63, 1.8, 7.82, suppf,
2018-03-04,15.20, 104.31, 18.76, 1.65, 1.85, 7.86, suppf,
2018-03-05,17.38, 104.83, 20.77, 1.67, 1.8, 7.86, suppf,
2018-03-06,17.12, 105.47, 17.87, 1.64, 1.8, 7.82, suppf,
2018-03-07,16.99, 104.93, 10.86, 1.64, 1.81, 7.86, suppf,
2018-03-08,17.46, 106.75, 11.47, 1.71, 1.95, 8.2, suppf,
2018-03-09,18.13, 106.52, 9.74, 1.66, 1.86, 7.95, suppf,
2018-03-10,16.72, 106.08, 11.07, 1.66, 1.84, 7.9, suppf,
2018-03-11,16.39, 107.02, 16.82, 1.64, 1.79, 7.77, suppf,
2018-03-12,17.54, 108.54, 14.30, 1.65, 1.88, 7.93, suppf,
2018-03-13,17.90, 107.98, 15.29, 1.63, 1.83, 7.83, suppf,
2018-03-14,18.15, 105.86, 14.61, 1.65, 1.82, 7.91, suppf,
2018-03-15,17.77, 105.03, 20.87, 1.67, 1.87, 7.97, suppf,
2018-03-16,16.81, 106.31, 20.33, 1.65, 1.86, 7.92, suppf,
2018-03-17,17.20, 105.52, 16.94, 1.63, 1.8, 7.8, suppf,
2018-03-18,17.95, 106.53, 22.70, 1.63, 1.83, 7.81, suppf,
2018-03-19,18.68, 108.26, 18.09, 1.63, 1.81, 7.91, suppf,
2018-03-20,17.95, 105.48, 21.11, 1.64, 1.81, 7.91, suppf,
2018-03-21,18.16, 106.90, 21.53, 1.61, 1.74, 7.8, suppf,
2018-03-22,17.40, 107.67, 19.63, 1.65, 1.88, 8.1, suppf,
2018-03-23,16.96, 107.94, 17.75, 1.75, 1.86, 8.41, suppf,
2018-03-24,19.74, 106.29, 1.86, 1.64, 1.84, 8.04, suppf,
2018-03-25,19.44, 108.81, 14.40, 1.62, 1.78, 7.81, suppf,
2018-03-26,18.45, 108.87, 23.87, 1.73, 2.01, 8.55, suppf,
2018-03-27,19.20, 109.45, 28.19, 1.67, 1.82, 8.03, suppf,
2018-03-28,19.56, 106.10, 19.94, 1.62, 1.77, 7.75, suppf,
2018-03-29,18.45, 107.31, 23.20, 1.6, 1.76, 7.7, suppf,
2018-03-30,19.71, 107.14, 24.10, 1.61, 1.77, 7.74, suppf,
2018-03-31,18.57, 107.76, 16.94, 1.63, 1.83, 7.92, suppf,
2018-04-01,18.98, 107.82, 18.59, 1.64, 1.87, 7.95, suppf,
2018-04-02,19.02, 108.08, 12.65, 1.63, 1.77, 7.81, suppf,
2018-04-03,16.92, 107.71, 22.20, 1.65, 1.78, 7.9, suppf,
2018-04-04,18.41, 107.70, 25.25, 1.68, 1.85, 8.02, suppf,
2018-04-05,17.39, 107.95, 16.71, 1.7, 1.8, 8.28, suppf,
2018-04-06,20.49, 109.26, 22.84, 1.68, 1.81, 8.19, suppf,
2018-04-07,19.06, 108.04, 24.03, 1.63, 1.76, 7.76, suppf,
2018-04-08,18.43, 107.81, 15.05, 1.61, 1.76, 7.7, suppf,
2018-04-09,17.69, 106.81, 27.20, 1.96, 2.01, 9.2, suppf,
2018-04-10,17.27, 108.77, 26.27, 1.69, 1.88, 8.26, suppf,
2018-04-11,21.82, 106.51, 28.68, 1.71, 1.97, 8.22, suppf,
2018-04-12,19.38, 107.85, 30.38, 1.71, 1.93, 8.32, suppf,
2018-04-13,19.37, 110.40, 38.73, 2.01, 2.02, 9.23, suppf,
2018-04-14,18.26, 108.58, 33.30, 1.62, 1.79, 7.8, suppf,
2018-04-15,17.40, 106.63, 7.92, 1.61, 1.77, 7.73, suppf,
2018-04-16,20.09, 107.48, 40.16, 1.76, 1.95, 8.58, suppf,
2018-04-17,22.12, 108.89, 8.32, 1.98, 2.17, 9.58, suppf,
2018-04-18,19.29, 106.26, 23.62, 1.65, 1.83, 7.8, suppf,
2018-04-19,20.96, 107.87, 26.22, 1.64, 1.79, 7.78, suppf,
2018-04-20,16.54, 108.08, 15.14, 1.62, 1.79, 7.8, suppf,
2018-04-21,16.95, 107.46, 23.09, 1.61, 1.77, 7.67, suppf,
2018-04-22,18.56, 109.15, 30.09, 1.63, 1.77, 7.68, suppf,
2018-04-23,18.29, 108.85, 23.52, 1.68, 1.82, 7.98, suppf,
2018-04-24,18.38, 107.22, 35.26, 1.69, 1.79, 8, suppf,
2018-04-25,19.39, 109.05, 26.79, 1.68, 1.79, 7.83, suppf,
2018-04-26,18.45, 107.33, 24.43, 1.61, 1.78, 7.66, suppf,
2018-04-27,17.26, 109.04, 18.25, 1.8, 2.02, 8.7, suppf,
2018-04-28,18.70, 109.23, 25.25, 1.68, 1.89, 8.04, suppf,
2018-04-29,17.31, 110.56, 31.38, 1.68, 1.81, 7.97, suppf,
2018-04-30,18.10, 107.38, 16.16, 1.67, 1.79, 8, suppf,
2018-05-01,17.96, 108.85, 19.07, 1.74, 1.83, 8.31, suppf,
2018-05-02,19.84, 107.69, 23.44, 1.62, 1.79, 7.72, suppf,
2018-05-03,20.71, 109.56, 16.56, 1.64, 1.81, 7.73, suppf,
2018-05-04,19.40, 109.87, 24.39, 1.76, 2.1, 8.6, suppf,
2018-05-05,19.07, 108.77, 14.75, 1.64, 1.81, 7.77, suppf,
2018-05-06,18.74, 109.22, 22.86, 1.72, 1.83, 8.03, suppf,
2018-05-07,18.14, 111.18, 20.99, 1.62, 1.79, 7.71, suppf,
2018-05-08,17.38, 109.24, 31.76, 1.63, 1.81, 7.74, suppf,
2018-05-09,19.66, 108.34, 35.23, 1.61, 1.81, 7.67, suppf,
2018-05-10,17.61, 108.03, 27.77, 1.6, 1.78, 7.57, suppf,
2018-05-11,18.37, 108.58, 32.46, 1.61, 1.8, 7.67, suppf,
2018-05-12,19.33, 107.16, 23.98, 1.62, 1.84, 7.74, suppf,
2018-05-13,19.91, 108.17, 30.48, 1.65, 1.85, 7.78, suppf,
2018-05-14,19.00, 108.96, 21.13, 1.62, 1.8, 7.67, suppf,
2018-05-15,16.76, 106.40, 33.95, 1.63, 1.83, 7.79, suppf,
2018-05-16,17.54, 109.48, 16.66, 1.64, 1.79, 7.66, suppf,
2018-05-17,17.81, 105.45, 22.53, 1.64, 1.82, 7.75, suppf,
2018-05-18,18.32, 108.43, 22.26, 1.66, 1.85, 7.83, suppf,
2018-05-19,17.62, 105.62, 13.87, 1.69, 1.91, 7.99, suppf,
2018-05-20,17.48, 106.65, 26.97, 1.66, 1.88, 7.97, suppf,
2018-05-21,18.63, 108.59, 19.00, 1.61, 1.79, 7.54, suppf,
2018-05-22,19.55, 109.30, 24.63, 1.64, 1.84, 7.81, suppf,
2018-05-23,16.23, 107.40, 22.49, 1.62, 1.8, 7.66, suppf,
2018-05-24,21.14, 109.65, 20.36, 1.69, 1.87, 7.98, suppf,
2018-05-25,17.70, 107.56, 20.80, 1.63, 1.8, 7.66, suppf,
2018-05-26,20.67, 109.03, 32.76, 1.61, 1.81, 7.55, suppf,
2018-05-27,19.85, 108.89, 21.02, 1.61, 1.78, 7.54, suppf,
2018-05-28,18.62, 110.44, 24.25, 1.63, 1.81, 7.67, suppf,
2018-05-29,20.41, 107.86, 30.37, 1.62, 1.8, 7.63, suppf,
2018-05-30,17.66, 108.55, 26.13, 1.71, 1.87, 7.92, suppf,
2018-05-31,16.58, 109.28, 27.09, 1.71, 1.92, 8.17, suppf,
2018-06-01,16.90, 109.85, 21.92, 1.64, 1.82, 7.77, suppf,
2018-06-02,17.74, 107.74, 25.02, 1.62, 1.78, 7.55, suppf,
2018-06-03,18.99, 109.24, 27.24, 1.64, 1.85, 7.77, suppf,
2018-06-04,18.52, 109.85, 24.01, 1.63, 1.8, 7.56, suppl,
2018-06-05,18.04, 108.15, 24.97, 1.62, 1.79, 7.53, suppf,
2018-06-06,18.87, 109.03, 24.69, 1.66, 1.87, 7.77, suppl,
2018-06-07,18.75, 108.59, 23.10, 1.61, 1.8, 7.49, suppf,
2018-06-08,18.18, 109.01, 22.46, 1.65, 1.85, 7.8, suppf,
2018-06-09,18.98, 109.04, 27.43, 1.65, 1.9, 7.83, suppf,
2018-06-10,18.33, 109.25, 27.14, 1.62, 1.81, 7.64, suppf,
2018-06-11,17.76, 107.24, 23.08, 1.66, 1.83, 7.96, suppf,
2018-06-12,18.81, 110.10, 21.73, 1.61, 1.8, 7.51, suppf,
2018-06-13,18.80, 108.59, 22.36, 1.61, 1.79, 7.52, suppf,
2018-06-14,18.36, 108.43, 22.48, 1.62, 1.81, 7.6, suppf,
2018-06-15,19.37, 110.08, 27.29, 1.72, 1.86, 7.89, suppf,
2018-06-16,20.35, 109.96, 25.84, 1.6, 1.78, 7.49, suppf,
2018-06-17,18.25, 112.62, 18.89, 1.64, 1.81, 7.62, suppf,
2018-06-18,20.50, 111.05, 34.17, 1.61, 1.78, 7.52, suppf,
2018-06-19,18.42, 111.53, 29.40, 1.66, 1.85, 7.87, suppf,
2018-06-20,17.87, 108.32, 25.78, 1.67, 1.86, 7.89, suppf,
2018-06-21,20.60, 110.71, 29.90, 1.64, 1.83, 7.69, suppf,
2018-06-22,19.80, 110.01, 23.91, 1.65, 1.81, 7.81, suppf,
2018-06-23,18.98, 109.66, 25.50, 1.76, 1.88, 8.3, suppf,
2018-06-24,18.33, 108.93, 19.53, 1.65, 1.83, 7.69, suppf,
2018-06-25,20.56, 109.36, 16.52, 1.65, 1.88, 7.75, suppf,
2018-06-26,19.62, 110.71, 19.14, 1.64, 1.85, 7.76, suppf,
2018-06-27,19.95, 110.16, 16.96, 1.64, 1.85, 7.77, suppf,
2018-06-28,19.95, 110.55, 21.43, 1.67, 1.95, 8, suppf,
2018-06-29,19.56, 111.40, 13.37, 1.61, 1.79, 7.56, suppf,
2018-06-30,20.64, 111.12, 27.79, 1.62, 1.83, 7.63, suppf,
2018-07-01,18.43, 111.00, 25.11, 1.64, 1.89, 7.73, suppf,
2018-07-02,18.76, 111.19, 23.69, 1.64, 1.84, 7.79, suppf,
2018-07-03,19.95, 111.16, 23.47, 1.66, 1.8, 7.72, suppf,
2018-07-04,19.83, 111.70, 20.25, 1.64, 1.86, 7.64, suppf,
2018-07-05,20.59, 110.53, 28.68, 1.62, 1.79, 7.6, suppf,
2018-07-06,19.15, 109.76, 26.99, 1.62, 1.82, 7.58, suppf,
2018-07-07,20.76, 110.29, 22.73, 1.63, 1.8, 7.65, suppf,
2018-07-08,19.94, 111.59, 20.26, 1.71, 1.9, 8.22, suppf,
2018-07-09,19.74, 111.69, 25.69, 1.68, 1.87, 7.78, suppf,
2018-07-10,21.35, 112.25, 25.43, 1.72, 1.94, 8.21, suppf,
2018-07-11,20.70, 109.85, 22.27, 1.6, 1.77, 7.45, suppf,
2018-07-12,20.94, 109.36, 23.68, 1.64, 1.86, 7.77, suppf,
2018-07-13,21.87, 110.03, 33.15, 1.71, 1.88, 7.9, suppf,
2018-07-14,20.80, 110.25, 24.66, 1.68, 1.81, 7.93, suppf,
2018-07-15,20.31, 112.83, 34.83, 1.63, 1.78, 7.63, suppf,
2018-07-16,22.15, 110.91, 26.06, 1.8, 2.05, 8.51, suppf,
2018-07-17,21.11, 110.11, 20.31, 1.68, 1.95, 8.06, suppf,
2018-07-18,23.43, 113.08, 30.27, 1.64, 1.81, 7.65, suppf,
2018-07-19,20.10, 110.20, 24.04, 1.72, 2.07, 8.3, suppf,
2018-07-20,19.31, 112.36, 17.25, 1.62, 1.77, 7.62, suppf,
2018-07-21,21.14, 110.88, 28.29, 1.63, 1.77, 7.6, suppf,
2018-07-22,20.73, 112.71, 30.95, 1.67, 1.93, 7.92, suppf,
2018-07-23,19.15, 114.02, 21.41, 1.64, 1.86, 7.88, suppf,
2018-07-24,20.73, 109.83, 37.11, 1.68, 1.87, 7.9, suppf,
2018-07-25,20.78, 111.75, 27.49, 1.65, 1.81, 7.71, suppf,
2018-07-26,20.02, 112.86, 17.13, 1.72, 1.85, 7.98, suppf,
2018-07-27,20.45, 113.51, 26.11, 1.61, 1.79, 7.6, suppf,
2018-07-28,19.59, 109.45, 27.22, 1.67, 1.85, 7.77, suppf,
2018-07-29,20.85, 112.85, 25.92, 1.79, 1.9, 8.5, suppf,
2018-07-30,22.36, 109.56, 36.61, 1.7, 1.92, 8.06, suppf,
2018-07-31,21.22, 113.43, 26.19, 1.74, 2.02, 8.18, suppf,
2018-08-01,21.16, 110.14, 23.99, 1.75, 2.08, 8.3, suppf,
2018-08-02,20.91, 112.50, 21.27, 1.64, 1.85, 7.71, suppf,
2018-08-03,22.29, 112.21, 20.37, 1.63, 1.8, 7.66, suppf,
2018-08-04,24.75, 110.80, 36.60, 1.64, 1.78, 7.59, suppf,
2018-08-05,17.85, 115.12, 18.59, 1.77, 2.01, 8.41, suppf,
2018-08-06,18.87, 112.64, 21.89, 1.63, 1.78, 7.61, suppf,
2018-08-07,20.53, 114.95, 29.47, 1.61, 1.77, 7.57, suppf,
2018-08-08,21.88, 113.34, 23.19, 1.6, 1.79, 7.54, suppf,
2018-08-09,19.20, 111.23, 27.31, 1.62, 1.8, 7.68, suppf,
2018-08-10,22.61, 111.03, 29.62, 1.67, 1.93, 8.04, suppf,
2018-08-11,22.00, 112.79, 32.61, 1.64, 1.82, 7.75, suppf,
2018-08-12,19.32, 111.11, 22.31, 1.85, 2.32, 8.7, suppf,
2018-08-13,23.06, 112.77, 28.07, 1.67, 1.82, 7.87, suppf,
2018-08-14,22.68, 111.41, 24.28, 1.68, 1.84, 8.03, suppf,
2018-08-15,22.39, 113.60, 18.12, 1.62, 1.79, 7.65, suppf,
2018-08-16,20.80, 114.47, 19.93, 1.66, 1.93, 7.93, suppf,
2018-08-17,20.65, 112.29, 27.05, 1.68, 1.88, 7.94, suppf,
2018-08-18,23.60, 111.56, 26.29, 1.87, 2.28, 8.79, suppf,
2018-08-19,22.32, 112.66, 16.32, 1.64, 1.8, 7.66, suppf,
2018-08-20,19.66, 114.18, 24.61, 1.67, 1.85, 7.84, suppf,
2018-08-21,18.35, 113.29, 15.85, 1.84, 2.18, 8.53, suppf,
2018-08-22,18.66, 112.80, 18.37, 1.77, 1.89, 8.55, suppf,
2018-08-23,18.67, 113.18, 24.50, 1.66, 1.83, 7.93, suppf,
2018-08-24,22.81, 111.55, 37.37, 1.69, 1.83, 7.99, suppf,
2018-08-25,20.49, 112.03, 15.71, 1.61, 1.75, 7.53, suppf,
2018-08-26,20.19, 115.35, 28.88, 1.67, 1.91, 8.06, suppf,
2018-08-27,19.80, 112.25, 25.71, 1.66, 1.86, 7.82, suppf,
2018-08-28,18.50, 114.50, 9.05, 1.66, 1.88, 7.9, suppf,
2018-08-29,21.07, 114.46, 18.58, 1.67, 1.81, 7.85, suppf,
2018-08-30,20.01, 115.26, 7.83, 1.77, 2, 8.24, suppf,
2018-08-31,20.96, 115.13, 18.19, 1.71, 1.94, 8.2, suppf,
2018-09-01,20.86, 112.49, 14.33, 1.62, 1.77, 7.6, suppf,
2018-09-02,21.21, 116.11, 13.59, 1.7, 2.01, 8.04, suppf,
2018-09-03,19.15, 112.66, 39.11, 1.74, 1.97, 8.19, suppf,
2018-09-04,22.48, 112.52, 33.68, 1.79, 2.1, 8.51, suppf,
2018-09-05,21.15, 114.39, 25.15, 1.62, 1.77, 7.6, suppf,
2018-09-06,21.48, 114.43, 17.80, 1.69, 1.87, 7.86, suppf,
2018-09-07,20.08, 116.53, 23.27, 1.67, 1.85, 7.7, suppf,
2018-09-08,19.28, 116.17, 22.66, 1.62, 1.77, 7.63, suppf,
2018-09-09,19.79, 112.90, 18.85, 1.67, 1.96, 7.9, suppf,
2018-09-10,19.16, 115.89, 19.27, 1.75, 2, 8.17, suppf,
2018-09-11,21.79, 113.71, 12.89, 1.74, 2.12, 8.51, suppf,
2018-09-12,19.33, 114.63, 21.37, 1.63, 1.79, 7.66, suppf,
2018-09-13,20.34, 114.10, 12.55, 1.65, 1.79, 7.76, suppf,
2018-09-14,20.10, 115.96, 28.57, 1.7, 1.91, 8.1, suppf,
2018-09-15,21.35, 112.06, 13.66, 1.68, 1.83, 7.81, suppf,
2018-09-16,22.01, 114.61, 12.53, 1.61, 1.78, 7.62, suppf,
2018-09-17,20.30, 114.49, 13.66, 1.83, 2.22, 8.53, suppf,
2018-09-18,20.69, 116.09, 15.11, 1.62, 1.79, 7.64, suppf,
2018-09-19,19.53, 117.08, 21.55, 1.62, 1.82, 7.7, suppf,
2018-09-20,20.30, 115.06, 15.82, 1.7, 1.99, 8.15, suppf,
2018-09-21,24.08, 115.56, 18.99, 1.6, 1.76, 7.56, suppf,
2018-09-22,20.11, 116.52, 14.19, 1.71, 2.03, 8.06, suppf,
2018-09-23,20.31, 116.37, 19.39, 1.62, 1.76, 7.59, suppf,
2018-09-24,21.03, 115.79, 23.24, 1.71, 1.8, 8.02, suppf,
2018-09-25,21.03, 115.32, 13.31, 1.89, 2.12, 9.14, suppf,
2018-09-26,22.59, 113.22, 18.48, 1.83, 2.12, 8.56, suppf,
2018-09-27,20.20, 113.67, 13.78, 1.85, 2.04, 8.42, suppf,
2018-09-28,21.81, 117.11, 21.05, 1.78, 1.93, 8.21, suppf,
2018-09-29,20.62, 114.05, 19.35, 1.67, 1.86, 7.89, suppf,
2018-09-30,19.58, 115.46, 7.58, 1.67, 1.82, 7.86, suppf,
2018-10-01,23.34, 114.83, 18.51, 1.69, 1.89, 7.95, suppf,
2018-10-02,18.79, 113.40, 17.48, 1.62, 1.77, 7.59, suppf,
2018-10-03,20.58, 113.16, 23.23, 1.62, 1.77, 7.57, suppf,
2018-10-04,21.36, 115.27, 17.02, 1.69, 1.95, 8.02, suppf,
2018-10-05,21.52, 113.98, 16.97, 1.61, 1.75, 7.52, suppf,
2018-10-06,21.45, 114.24, 18.24, 1.66, 1.81, 7.6, suppf,
2018-10-07,22.35, 115.13, 12.62, 1.68, 1.8, 7.84, suppf,
2018-10-08,22.59, 115.60, 12.53, 1.68, 1.79, 7.81, suppf,
2018-10-09,21.57, 115.58, 18.27, 1.67, 1.77, 7.77, suppf,
2018-10-10,22.25, 113.65, 18.76, 1.68, 1.94, 8.03, suppf,
2018-10-11,21.05, 115.54, 13.75, 1.62, 1.76, 7.6, suppf,
2018-10-12,20.22, 115.05, 8.28, 1.61, 1.76, 7.56, suppf,
2018-10-13,21.38, 114.92, 11.71, 1.65, 1.81, 7.8, suppf,
2018-10-14,19.56, 115.97, 15.09, 1.78, 1.85, 8.26, suppf,
2018-10-15,20.92, 116.75, 3.19, 1.66, 1.79, 7.92, suppf,
2018-10-16,21.60, 116.72, 7.80, 1.66, 1.89, 7.84, suppf,
2018-10-17,21.01, 112.71, 13.44, 1.69, 1.88, 7.87, suppf,
2018-10-18,20.57, 116.76, 2.75, 1.66, 1.86, 7.83, suppf,
2018-10-19,22.17, 115.04, 23.32, 1.69, 1.85, 8.18, suppf,
2018-10-20,21.69, 113.02, 12.40, 1.66, 1.86, 7.89, suppf,
2018-10-21,21.22, 114.80, 10.86, 1.76, 1.98, 8.24, suppf,
2018-10-22,20.68, 115.06, 15.44, 1.65, 1.76, 7.79, suppf,
2018-10-23,20.92, 116.89, 21.05, 1.79, 1.9, 8.41, suppf,
2018-10-24,21.29, 119.17, 17.61, 1.74, 1.85, 8.29, suppf,
2018-10-25,19.30, 118.27, 11.75, 1.65, 1.77, 7.75, suppf,
2018-10-26,19.12, 116.76, 14.21, 1.61, 1.78, 7.62, suppf,
2018-10-27,22.42, 116.71, 12.48, 1.6, 1.75, 7.5, suppf,
2018-10-28,21.90, 116.88, 9.15, 1.91, 2.13, 9.05, suppf,
2018-10-29,20.26, 119.23, 19.32, 1.7, 1.82, 7.92, suppf,
2018-10-30,20.56, 117.22, 20.69, 1.6, 1.74, 7.48, suppf,
2018-10-31,18.20, 117.56, 27.46, 1.63, 1.83, 7.7, suppf,
2018-11-01,20.71, 118.04, 26.63, 1.7, 1.83, 8.23, suppf,
2018-11-02,21.09, 117.56, 22.00, 1.84, 2.23, 8.86, suppf,
2018-11-03,21.05, 118.05, 24.20, 1.69, 1.82, 7.91, suppf,
2018-11-04,20.43, 117.47, 25.02, 1.64, 1.87, 7.82, suppf,
2018-11-05,22.14, 118.31, 24.43, 1.76, 2.09, 8.68, suppf,
2018-11-06,21.77, 117.76, 20.33, 1.72, 1.91, 8.27, suppf,
2018-11-07,20.30, 117.26, 13.94, 1.87, 2.08, 9.24, suppf,
2018-11-08,20.83, 115.70, 21.16, 1.77, 2.04, 8.43, suppf,
2018-11-09,21.49, 115.82, 15.60, 1.93, 2.22, 9.28, suppf,
2018-11-10,22.42, 115.54, 15.21, 1.78, 2, 8.48, suppf,
2018-11-11,19.97, 117.73, 22.26, 1.73, 1.95, 8.18, suppf,
2018-11-12,21.75, 117.67, 24.12, 1.67, 1.86, 7.96, suppf,
2018-11-13,21.88, 118.49, 14.12, 1.64, 1.85, 7.88, suppf,
2018-11-14,20.02, 119.17, 16.89, 1.64, 1.81, 7.74, suppf,
2018-11-15,19.94, 116.63, 23.84, 1.61, 1.76, 7.58, suppf,
2018-11-16,21.33, 115.79, 17.46, 1.61, 1.83, 7.71, suppf,
2018-11-17,21.83, 117.18, 25.21, 1.7, 1.84, 7.88, suppf,
2018-11-18,20.39, 115.39, 19.87, 1.67, 1.8, 7.84, suppf,
2018-11-19,19.31, 117.94, 18.16, 1.67, 1.86, 7.86, suppf,
2018-11-20,19.95, 117.71, 24.34, 1.65, 1.84, 7.79, suppf,
2018-11-21,19.78, 114.67, 22.17, 1.74, 1.92, 8.13, suppf,
2018-11-22,19.53, 117.21, 18.70, 1.66, 1.81, 7.78, suppf,
2018-11-23,19.14, 116.66, 16.00, 1.63, 1.79, 7.64, suppf,
2018-11-24,17.97, 117.60, 15.60, 1.65, 1.82, 7.75, suppf,
2018-11-25,18.94, 117.74, 21.57, 1.61, 1.78, 7.52, suppf,
