PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, SPED
Station name, SanPedro        
Begin Date, 2011-01-01
End Date, 2019-08-02
Release Date, 2019-08-03
Source file, SPED.cwu.nam08.pos
Offset from source file, 7.09 mm North, 27.30 mm East, 17.54 mm Vertical
Reference position, 18.4610151265 North Latitude, -69.3055732035 East Longitude, -22.11387 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2018-11-26,21.27, 118.93, 28.07, 1.6, 1.77, 7.53, suppf,
2018-11-27,19.75, 118.22, 25.40, 1.68, 1.87, 8.08, suppf,
2018-11-28,18.81, 120.68, 18.82, 1.62, 1.78, 7.61, suppf,
2018-11-29,18.68, 118.95, 14.53, 1.68, 1.8, 7.76, suppf,
2018-11-30,19.97, 117.52, 16.45, 1.67, 1.82, 7.82, suppf,
2018-12-01,20.77, 116.67, 33.13, 1.6, 1.75, 7.57, suppf,
2018-12-02,20.19, 116.83, 36.38, 1.66, 1.82, 7.88, suppf,
2018-12-03,17.01, 119.50, 31.19, 1.69, 1.77, 8.05, suppf,
2018-12-04,19.60, 118.75, 20.45, 1.61, 1.74, 7.62, suppf,
2018-12-05,20.89, 118.03, 23.20, 1.63, 1.75, 7.63, suppf,
2018-12-06,20.82, 119.55, 15.18, 1.6, 1.74, 7.52, suppf,
2018-12-07,21.30, 117.91, 24.65, 1.94, 2.29, 9.27, suppf,
2018-12-08,18.92, 118.15, 14.04, 1.63, 1.77, 7.73, suppf,
2018-12-09,20.13, 117.88, 21.82, 1.63, 1.78, 7.67, suppf,
2018-12-10,21.74, 118.93, 25.59, 1.61, 1.77, 7.54, suppf,
2018-12-11,20.86, 118.38, 19.65, 1.66, 1.78, 7.72, suppf,
2018-12-12,19.67, 118.54, 22.94, 1.59, 1.74, 7.46, suppf,
2018-12-13,22.07, 119.75, 25.59, 1.62, 1.8, 7.74, suppf,
2018-12-14,20.06, 119.32, 14.79, 1.63, 1.84, 7.73, suppf,
2018-12-15,20.78, 120.08, 23.48, 1.72, 1.94, 8.47, suppf,
2018-12-16,19.03, 120.50, 19.64, 1.61, 1.77, 7.52, suppf,
2018-12-17,21.95, 120.33, 16.04, 1.62, 1.78, 7.55, suppf,
2018-12-18,20.08, 119.80, 17.31, 1.61, 1.78, 7.54, suppf,
2018-12-19,20.96, 117.39, 22.14, 1.63, 1.83, 7.71, suppf,
2018-12-20,21.56, 121.51, 16.07, 1.65, 1.8, 7.82, suppf,
2018-12-21,21.71, 120.00, 16.04, 1.6, 1.74, 7.46, suppf,
2018-12-22,21.12, 118.71, 16.61, 1.61, 1.75, 7.52, suppf,
2018-12-23,20.73, 120.25, 12.94, 1.64, 1.76, 7.76, suppf,
2018-12-24,19.81, 120.42, 27.86, 1.63, 1.84, 7.77, suppf,
2018-12-25,19.37, 119.26, 18.08, 1.62, 1.78, 7.61, suppf,
2018-12-26,19.68, 117.44, 15.66, 1.67, 1.87, 7.83, suppf,
2018-12-27,22.77, 116.27, 26.77, 1.88, 2.2, 8.82, suppf,
2018-12-28,25.31, 119.65, 14.11, 1.8, 2.07, 8.76, suppf,
2018-12-29,20.63, 118.73, 25.80, 1.64, 1.82, 7.73, suppf,
2018-12-30,20.87, 121.28, 25.48, 1.62, 1.8, 7.7, suppf,
2018-12-31,21.82, 122.60, 25.76, 1.63, 1.77, 7.75, suppf,
2019-01-01,20.63, 120.77, 12.31, 1.6, 1.76, 7.62, suppf,
2019-01-02,21.83, 120.86, 25.99, 1.6, 1.77, 7.6, suppf,
2019-01-03,22.84, 120.79, 20.48, 1.56, 1.71, 7.47, suppf,
2019-01-04,21.64, 122.13, 13.65, 1.6, 1.76, 7.64, suppf,
2019-01-05,22.28, 121.07, 19.50, 1.57, 1.76, 7.56, suppf,
2019-01-06,21.23, 119.67, 20.33, 1.6, 1.76, 7.52, suppf,
2019-01-07,21.61, 119.01, 26.90, 1.62, 1.77, 7.58, suppf,
2019-01-08,22.12, 121.55, 14.89, 1.61, 1.77, 7.61, suppf,
2019-01-09,20.08, 122.02, 11.79, 1.64, 1.85, 7.75, suppf,
2019-01-10,20.49, 121.63, 9.24, 1.66, 1.78, 7.83, suppf,
2019-01-11,20.25, 124.45, 16.77, 1.67, 1.85, 7.89, suppf,
2019-01-12,20.33, 122.30, 20.49, 1.73, 1.96, 8.11, suppf,
2019-01-13,21.20, 121.22, 6.26, 1.6, 1.73, 7.49, suppf,
2019-01-14,20.03, 120.32, 13.81, 1.61, 1.74, 7.49, suppf,
2019-01-15,19.66, 122.00, 14.74, 1.61, 1.75, 7.57, suppf,
2019-01-16,19.47, 120.99, 19.55, 1.62, 1.75, 7.68, suppf,
2019-01-17,22.16, 119.10, 24.44, 1.61, 1.76, 7.57, suppf,
2019-01-18,21.65, 121.84, 24.29, 1.66, 1.81, 7.78, suppf,
2019-01-19,19.68, 120.93, 13.57, 1.62, 1.73, 7.54, suppf,
2019-01-20,19.75, 122.31, 11.39, 1.67, 1.89, 7.93, suppf,
2019-01-21,20.89, 122.66, 23.67, 1.62, 1.83, 7.72, suppf,
2019-01-22,19.95, 122.97, 17.08, 1.66, 1.94, 8.06, suppf,
2019-01-23,18.75, 123.29, 16.83, 1.69, 1.94, 7.95, suppf,
2019-01-24,20.17, 122.46, 16.15, 1.62, 1.83, 7.61, suppf,
2019-01-25,21.03, 123.00, 13.21, 1.62, 1.83, 7.64, suppf,
2019-01-26,20.13, 121.42, 24.84, 1.66, 1.76, 7.87, suppf,
2019-01-27,22.06, 122.13, 23.12, 1.63, 1.73, 7.88, final,
2019-01-28,21.64, 122.48, 30.45, 1.57, 1.71, 7.51, final,
2019-01-29,21.07, 122.44, 22.18, 1.6, 1.77, 7.73, final,
2019-01-30,20.58, 121.24, 25.48, 1.58, 1.78, 7.59, final,
2019-01-31,23.82, 122.60, 25.30, 1.69, 1.84, 7.93, final,
2019-02-01,21.75, 122.10, 12.69, 1.59, 1.75, 7.56, final,
2019-02-02,19.88, 122.09, 14.81, 1.59, 1.77, 7.59, final,
2019-02-03,21.79, 119.72, 20.51, 1.57, 1.71, 7.53, final,
2019-02-04,21.69, 121.12, 29.68, 1.56, 1.7, 7.46, final,
2019-02-05,18.89, 121.16, 21.59, 1.58, 1.69, 7.45, final,
2019-02-06,21.22, 120.51, 27.53, 1.61, 1.74, 7.65, final,
2019-02-07,19.75, 120.12, 27.06, 1.56, 1.73, 7.47, final,
2019-02-08,21.04, 121.07, 23.01, 1.59, 1.77, 7.63, final,
2019-02-09,19.39, 123.92, 22.75, 1.63, 1.82, 7.89, final,
2019-02-10,18.50, 120.47, 10.96, 1.68, 1.82, 8.01, suppf,
2019-02-11,17.97, 121.93, 21.99, 1.61, 1.78, 7.67, suppf,
2019-02-12,18.71, 120.28, 24.30, 1.65, 1.81, 7.95, suppf,
2019-02-13,18.17, 121.68, 20.18, 1.61, 1.84, 7.82, suppf,
2019-02-14,21.16, 122.25, 15.57, 1.62, 1.73, 7.65, suppf,
2019-02-15,18.51, 121.93, 14.72, 1.64, 1.76, 7.79, suppf,
2019-02-16,19.61, 121.21, 25.79, 1.63, 1.78, 7.76, suppf,
2019-02-17,20.24, 120.49, 24.64, 1.6, 1.74, 7.58, final,
2019-02-18,20.89, 122.53, 26.38, 1.6, 1.73, 7.65, final,
2019-02-19,23.23, 123.09, 30.04, 1.6, 1.74, 7.63, final,
2019-02-20,22.43, 123.24, 19.44, 1.6, 1.73, 7.65, final,
2019-02-21,21.63, 122.57, 16.83, 1.58, 1.72, 7.56, final,
2019-02-22,21.40, 122.09, 18.60, 1.57, 1.71, 7.46, final,
2019-02-23,21.22, 121.04, 17.32, 1.58, 1.71, 7.47, final,
2019-02-24,19.02, 121.53, 15.01, 1.57, 1.7, 7.42, suppf,
2019-02-25,18.85, 122.86, 5.52, 1.59, 1.77, 7.57, suppf,
2019-02-26,18.12, 121.62, 12.04, 1.6, 1.73, 7.58, suppf,
2019-02-27,19.41, 122.35, 14.08, 1.58, 1.77, 7.56, suppf,
2019-02-28,18.46, 121.61, 11.44, 1.58, 1.78, 7.52, suppf,
2019-03-01,19.28, 121.19, 20.65, 1.59, 1.79, 7.57, suppf,
2019-03-02,19.50, 122.01, 10.25, 1.58, 1.75, 7.62, suppf,
2019-03-03,20.66, 122.68, 12.64, 1.6, 1.76, 7.67, suppf,
2019-03-04,20.16, 121.66, 8.57, 1.63, 1.75, 7.79, suppf,
2019-03-05,18.98, 123.11, 18.70, 1.56, 1.75, 7.54, suppf,
2019-03-06,18.13, 121.77, 11.71, 1.65, 1.81, 7.81, suppf,
2019-03-07,18.20, 123.00, 10.53, 1.58, 1.75, 7.6, suppf,
2019-03-08,20.90, 120.58, 6.24, 1.6, 1.77, 7.67, suppf,
2019-03-09,20.70, 121.91, 12.06, 1.58, 1.75, 7.55, suppf,
2019-03-10,23.68, 120.48, 12.85, 1.6, 1.76, 7.69, final,
2019-03-11,22.07, 122.60, 27.95, 1.67, 1.81, 8.04, final,
2019-03-12,20.23, 120.50, 15.75, 1.63, 1.81, 7.92, final,
2019-03-13,21.20, 121.84, 24.61, 1.59, 1.76, 7.68, final,
2019-03-14,21.91, 122.88, 26.00, 1.91, 2.15, 9.56, final,
2019-03-15,22.83, 121.11, 35.84, 1.68, 1.85, 7.99, final,
2019-03-16,21.01, 122.24, 27.57, 1.7, 1.85, 7.97, final,
2019-03-17,19.02, 122.88, 22.41, 1.63, 1.81, 7.72, suppf,
2019-03-18,20.00, 121.86, 14.31, 1.6, 1.77, 7.55, suppf,
2019-03-19,19.34, 121.58, 14.92, 1.6, 1.79, 7.56, suppf,
2019-03-20,18.95, 122.96, 19.53, 1.62, 1.79, 7.6, suppf,
2019-03-21,19.25, 121.24, 29.26, 1.6, 1.77, 7.49, suppf,
2019-03-22,19.81, 123.03, 19.29, 1.6, 1.81, 7.54, suppf,
2019-03-23,18.44, 123.01, 15.75, 1.62, 1.79, 7.66, suppf,
2019-03-24,19.67, 123.85, 25.61, 1.65, 1.81, 7.76, suppf,
2019-03-25,19.10, 122.46, 22.24, 1.61, 1.78, 7.54, suppf,
2019-03-26,18.07, 123.59, 14.88, 1.64, 1.87, 7.79, suppf,
2019-03-27,20.96, 123.37, 13.88, 1.62, 1.88, 7.85, suppf,
2019-03-28,21.13, 121.95, 23.33, 1.59, 1.76, 7.44, suppf,
2019-03-29,17.78, 122.99, 9.69, 1.64, 1.81, 7.69, suppf,
2019-03-30,19.06, 121.87, 13.90, 1.76, 1.86, 8.25, suppf,
2019-03-31,23.16, 124.46, 24.18, 1.8, 2.08, 8.99, suppf,
2019-04-01,23.15, 124.59, 28.56, 1.81, 1.95, 8.88, suppf,
2019-04-02,24.83, 125.28, 16.63, 1.64, 1.82, 7.95, suppf,
2019-04-03,21.40, 125.94, 15.81, 1.68, 1.88, 7.95, suppf,
2019-04-04,21.94, 122.46, 22.52, 1.63, 1.86, 7.92, suppf,
2019-04-05,23.80, 122.59, 18.81, 1.6, 1.77, 7.66, suppf,
2019-04-06,22.77, 122.36, 25.72, 1.58, 1.76, 7.55, suppf,
2019-04-07,18.27, 124.28, 12.03, 1.62, 1.83, 7.6, suppf,
2019-04-08,18.41, 120.80, 24.56, 1.64, 1.88, 7.7, suppf,
2019-04-09,20.36, 121.55, 17.65, 1.68, 1.95, 8, suppf,
2019-04-10,20.04, 123.53, 28.65, 1.72, 1.81, 8.07, suppf,
2019-04-11,19.74, 121.89, 33.64, 1.61, 1.76, 7.55, suppf,
2019-04-12,19.98, 124.83, 15.97, 1.63, 1.8, 7.69, suppf,
2019-04-13,18.83, 123.97, 19.72, 1.61, 1.75, 7.46, suppf,
2019-04-14,20.71, 124.21, 20.35, 1.61, 1.82, 7.57, suppf,
2019-04-15,18.69, 124.46, 15.83, 1.59, 1.76, 7.46, suppf,
2019-04-16,19.08, 124.87, 30.53, 1.6, 1.76, 7.52, suppf,
2019-04-17,19.46, 123.82, 21.81, 1.62, 1.77, 7.57, suppf,
2019-04-18,19.54, 123.64, 19.23, 1.61, 1.77, 7.59, suppf,
2019-04-19,18.90, 122.91, 23.35, 1.63, 1.84, 7.81, suppf,
2019-04-20,19.48, 123.09, 17.79, 1.67, 1.79, 7.81, suppf,
2019-04-21,19.52, 122.39, 39.55, 1.66, 1.85, 7.9, suppf,
2019-04-22,14.33, 125.20, 22.13, 1.72, 1.92, 8.34, suppf,
2019-04-23,18.93, 125.63, 22.74, 1.59, 1.76, 7.49, suppf,
2019-04-24,18.27, 123.05, 26.17, 1.73, 1.96, 8.12, suppf,
2019-04-25,18.89, 122.60, 19.65, 1.68, 1.84, 7.73, suppl,
2019-04-26,19.79, 124.72, 24.22, 1.59, 1.75, 7.45, suppl,
2019-04-27,19.58, 123.80, 19.65, 1.59, 1.75, 7.44, suppl,
2019-04-28,17.26, 123.76, 32.43, 1.73, 1.81, 8.16, final,
2019-04-29,15.22, 122.96, 21.23, 1.84, 1.98, 8.7, final,
2019-04-30,18.99, 124.66, 31.60, 1.62, 1.83, 7.71, final,
2019-05-01,18.21, 123.10, 21.08, 1.61, 1.76, 7.51, final,
2019-05-02,20.15, 121.93, 31.02, 1.69, 1.8, 7.77, final,
2019-05-03,19.11, 123.53, 17.48, 1.66, 1.77, 7.63, final,
2019-05-04,20.12, 124.31, 27.02, 1.6, 1.75, 7.47, final,
2019-05-05,18.13, 125.49, 17.97, 1.6, 1.76, 7.48, final,
2019-05-06,17.36, 125.89, 22.78, 1.61, 1.75, 7.49, final,
2019-05-07,18.46, 124.89, 14.12, 1.62, 1.8, 7.61, final,
2019-05-08,18.00, 125.72, 25.96, 1.61, 1.79, 7.55, final,
2019-05-09,19.54, 125.05, 32.72, 1.6, 1.76, 7.46, final,
2019-05-10,18.08, 124.30, 19.22, 1.64, 1.82, 7.57, final,
2019-05-11,18.39, 124.33, 13.51, 1.6, 1.8, 7.54, final,
2019-05-12,19.48, 124.96, 22.27, 1.6, 1.76, 7.53, final,
2019-05-13,18.67, 125.38, 21.60, 1.64, 1.83, 7.7, final,
2019-05-14,18.23, 125.77, 21.99, 1.66, 1.86, 7.75, final,
2019-05-15,18.09, 123.50, 19.04, 1.61, 1.79, 7.54, final,
2019-05-16,16.58, 123.02, 13.83, 1.59, 1.8, 7.51, final,
2019-05-17,17.28, 124.19, 20.21, 1.74, 2.03, 8.41, final,
2019-05-18,18.22, 125.14, 21.80, 1.7, 1.84, 7.95, final,
2019-05-19,18.46, 124.41, 11.58, 1.61, 1.81, 7.59, final,
2019-05-20,16.61, 124.98, 15.16, 1.6, 1.79, 7.52, final,
2019-05-21,18.54, 124.12, 24.85, 1.62, 1.84, 7.61, final,
2019-05-22,17.67, 123.36, 18.53, 1.6, 1.8, 7.51, final,
2019-05-23,19.01, 125.03, 26.91, 1.72, 2.01, 8.33, final,
2019-05-24,18.87, 126.22, 28.41, 1.65, 1.84, 7.81, final,
2019-05-25,17.42, 122.30, 21.01, 1.77, 2, 8.69, final,
2019-05-26,18.40, 124.35, 18.45, 1.61, 1.8, 7.57, final,
2019-05-27,18.78, 123.54, 25.04, 1.6, 1.82, 7.6, final,
2019-05-28,19.29, 122.64, 21.75, 1.68, 1.93, 8.17, final,
2019-05-29,20.30, 126.04, 18.33, 1.61, 1.79, 7.55, final,
2019-05-30,19.37, 122.34, 17.68, 1.64, 1.9, 7.73, final,
2019-05-31,20.20, 125.94, 5.35, 1.68, 1.83, 7.96, final,
2019-06-01,18.33, 124.36, 14.84, 1.61, 1.8, 7.57, final,
2019-06-02,17.49, 125.43, 22.22, 1.59, 1.79, 7.47, final,
2019-06-04,17.18, 124.08, 11.84, 1.62, 1.86, 7.62, final,
2019-06-06,18.20, 125.28, 26.68, 1.7, 1.97, 8.25, final,
2019-06-07,18.52, 126.97, 26.50, 1.63, 1.85, 7.7, final,
2019-06-08,18.31, 125.53, 16.14, 1.59, 1.79, 7.49, final,
2019-06-16,22.34, 127.97, 21.16, 1.62, 1.81, 7.7, final,
2019-06-17,21.52, 126.75, 19.25, 1.62, 1.93, 7.93, final,
2019-06-18,23.01, 126.81, 29.12, 1.59, 1.81, 7.62, final,
2019-06-19,21.95, 127.76, 21.33, 1.66, 1.89, 7.84, final,
2019-06-20,21.73, 127.17, 29.24, 1.88, 2.11, 8.91, final,
2019-06-21,21.27, 125.65, 17.42, 1.88, 2.18, 9.15, final,
2019-06-22,22.81, 127.36, 17.10, 1.58, 1.8, 7.58, final,
2019-06-23,21.13, 125.83, 22.29, 1.6, 1.83, 7.58, final,
2019-06-24,19.23, 125.36, 24.82, 1.62, 1.85, 7.7, final,
2019-06-25,20.63, 126.31, 21.83, 1.73, 2.13, 8.43, final,
2019-06-26,21.66, 126.54, 12.36, 1.67, 1.97, 8.03, final,
2019-06-27,21.49, 123.90, 28.47, 1.66, 1.89, 7.93, final,
2019-06-28,20.03, 127.18, 20.51, 1.64, 1.85, 7.77, final,
2019-06-29,20.10, 126.31, 20.63, 1.61, 1.81, 7.64, final,
2019-06-30,20.39, 127.71, 17.89, 1.62, 1.83, 7.62, final,
2019-07-01,20.26, 126.33, 10.85, 1.6, 1.78, 7.52, final,
2019-07-02,20.39, 126.95, 19.13, 1.61, 1.8, 7.55, final,
2019-07-03,22.36, 125.44, 29.88, 1.89, 2.28, 9.12, final,
2019-07-04,21.05, 126.28, 24.89, 1.73, 1.89, 8.39, final,
2019-07-05,20.11, 126.46, 7.93, 1.94, 2.44, 9.3, final,
2019-07-06,18.91, 125.90, 17.69, 1.68, 1.92, 7.92, final,
2019-07-07,22.49, 128.83, 23.07, 1.67, 1.92, 8.17, final,
2019-07-08,21.53, 127.68, 20.84, 1.75, 1.84, 8.4, final,
2019-07-09,18.80, 128.12, 30.24, 1.66, 1.88, 8.04, final,
2019-07-10,21.10, 127.53, 16.11, 1.6, 1.8, 7.62, final,
2019-07-11,21.42, 125.14, 25.19, 1.61, 1.86, 7.66, final,
2019-07-13,24.52, 129.06, 28.72, 1.97, 2.47, 9.56, final,
2019-07-14,24.62, 129.01, 46.49, 1.76, 2.14, 8.46, rapid,
2019-07-15,21.90, 129.75, 29.72, 1.71, 1.9, 8.16, rapid,
2019-07-16,22.09, 126.63, 16.50, 1.68, 1.98, 7.9, rapid,
2019-07-17,20.97, 127.72, 13.24, 1.85, 2.25, 9.32, rapid,
2019-07-18,20.93, 128.55, 25.53, 1.65, 1.85, 7.82, rapid,
2019-07-19,20.79, 127.24, 28.53, 1.83, 2.22, 8.56, rapid,
2019-07-20,23.18, 127.53, 20.50, 1.77, 2.16, 8.49, rapid,
2019-07-21,20.16, 125.78, 27.89, 1.63, 1.87, 7.61, rapid,
2019-07-22,21.47, 125.23, 25.67, 1.67, 1.88, 7.91, rapid,
2019-07-23,21.40, 125.47, 26.93, 1.63, 1.81, 7.85, rapid,
2019-07-24,21.93, 128.15, 30.38, 1.68, 1.82, 8.21, rapid,
2019-07-25,22.43, 126.81, 20.38, 1.67, 1.9, 7.99, rapid,
2019-07-26,20.55, 126.39, 21.02, 1.73, 1.89, 8.14, rapid,
2019-07-27,21.94, 125.72, 21.53, 1.62, 1.85, 7.63, rapid,
2019-07-28,19.77, 129.68, 9.82, 1.98, 2.58, 9.55, rapid,
2019-07-29,22.46, 127.06, 21.88, 1.98, 2.5, 9.32, rapid,
2019-07-30,21.72, 122.79, 36.14, 1.69, 1.95, 7.98, rapid,
2019-07-31,20.09, 126.27, 18.32, 1.69, 1.98, 8.12, rapid,
2019-08-01,22.24, 127.42, 23.98, 1.61, 1.81, 7.6, rapid,
2019-08-02,23.49, 128.19, 30.53, 1.66, 1.82, 7.9, rapid,
