PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, BARA
Station name, Barahona        
Begin Date, 2011-01-01
End Date, 2019-08-02
Release Date, 2019-08-03
Source file, BARA.cwu.nam08.pos
Offset from source file, 7.61 mm North, 34.06 mm East, 14.96 mm Vertical
Reference position, 18.2086986660 North Latitude, -71.0982274115 East Longitude, 6.74862 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-03-30,14.76, 72.75, 14.64, 1.66, 1.96, 7.89, suppf,
2015-03-31,14.36, 73.21, 20.38, 1.65, 1.95, 7.82, suppf,
2015-04-01,14.27, 72.03, 20.07, 1.65, 1.96, 7.86, suppf,
2015-04-02,13.80, 72.12, 20.44, 1.62, 1.84, 7.62, suppf,
2015-04-03,12.38, 73.81, 25.53, 1.64, 1.86, 7.82, suppf,
2015-04-04,13.25, 72.62, 29.60, 1.64, 1.86, 7.82, suppf,
2015-04-05,12.58, 71.60, 20.91, 1.68, 1.86, 7.86, suppf,
2015-04-06,12.51, 74.88, 27.80, 1.64, 1.91, 7.84, suppf,
2015-04-07,13.16, 73.24, 14.85, 1.64, 1.86, 7.78, suppf,
2015-04-08,13.77, 72.70, 19.02, 1.64, 1.86, 7.82, suppf,
2015-04-09,13.99, 70.49, 16.51, 1.65, 1.86, 7.85, suppf,
2015-04-10,14.84, 74.45, 29.35, 1.66, 1.91, 7.9, suppf,
2015-04-11,14.94, 75.02, 13.16, 1.7, 1.98, 7.97, suppf,
2015-04-12,13.49, 73.68, 20.19, 1.62, 1.84, 7.62, suppf,
2015-04-13,12.85, 73.78, 15.41, 1.61, 1.83, 7.59, suppf,
2015-04-14,12.74, 70.64, 23.77, 1.61, 1.83, 7.56, suppf,
2015-04-15,14.51, 72.57, 22.90, 1.66, 1.89, 7.93, suppf,
2015-04-16,10.90, 72.04, 23.97, 1.68, 1.88, 7.92, suppf,
2015-04-17,13.98, 76.10, 24.64, 1.64, 1.85, 7.61, suppf,
2015-04-18,12.64, 74.27, 20.38, 1.76, 2.15, 8.66, suppf,
2015-04-19,12.28, 71.53, 25.66, 1.62, 1.83, 7.53, suppf,
2015-04-20,14.83, 74.37, 30.07, 1.75, 2.05, 8.69, suppf,
2015-04-21,14.66, 73.19, 32.39, 1.66, 1.89, 7.83, suppf,
2015-04-22,13.73, 74.99, 24.12, 1.65, 1.87, 7.76, suppf,
2015-04-23,13.51, 75.05, 22.93, 1.64, 1.9, 7.62, suppf,
2015-04-24,13.04, 75.69, 21.02, 1.61, 1.82, 7.51, suppf,
2015-04-25,15.75, 73.05, 16.89, 1.61, 1.81, 7.51, suppf,
2015-04-26,16.24, 75.26, 45.05, 1.63, 1.84, 7.6, suppf,
2015-04-27,14.41, 73.99, 29.26, 1.64, 1.84, 7.68, suppf,
2015-04-28,13.37, 75.19, 32.72, 1.63, 1.89, 7.75, suppf,
2015-04-29,10.78, 77.77, 29.52, 1.64, 1.84, 7.66, suppf,
2015-04-30,14.60, 73.67, 22.53, 1.65, 1.84, 7.9, suppf,
2015-05-01,14.17, 76.71, 24.36, 1.65, 1.84, 7.9, suppf,
2015-05-02,15.11, 74.87, 27.62, 1.64, 1.84, 7.73, suppf,
2015-05-03,14.08, 74.19, 18.31, 1.58, 1.83, 7.53, suppf,
2015-05-04,11.91, 71.55, 30.36, 1.6, 1.92, 7.73, suppf,
2015-05-05,12.30, 74.23, 14.16, 1.68, 1.93, 7.81, suppf,
2015-05-06,15.48, 74.02, 33.31, 1.58, 1.88, 7.61, suppf,
2015-05-07,13.74, 75.06, 21.99, 1.61, 1.83, 7.58, suppf,
2015-05-08,11.82, 74.93, 18.80, 1.64, 1.9, 7.79, suppf,
2015-05-09,13.40, 74.35, 18.10, 1.57, 1.82, 7.47, suppf,
2015-05-10,10.89, 73.92, 24.74, 1.57, 1.81, 7.45, suppf,
2015-05-11,12.90, 74.44, 8.26, 1.59, 1.85, 7.58, suppf,
2015-05-12,10.79, 73.88, 12.28, 1.6, 1.9, 7.64, suppf,
2015-05-13,11.35, 75.01, 21.64, 1.62, 1.9, 7.66, suppf,
2015-05-14,10.58, 75.12, 24.09, 1.58, 1.78, 7.48, suppf,
2015-05-15,14.17, 73.24, 27.76, 1.59, 1.77, 7.44, suppf,
2015-05-16,13.52, 74.64, 16.10, 1.62, 1.82, 7.59, suppf,
2015-05-17,14.06, 74.39, 24.19, 1.58, 1.81, 7.46, suppf,
2015-05-18,12.32, 72.31, 14.59, 1.57, 1.8, 7.48, suppf,
2015-05-19,12.15, 76.00, 20.86, 1.62, 1.92, 7.77, suppf,
2015-05-20,12.55, 74.28, 20.34, 1.63, 1.85, 7.58, suppf,
2015-05-21,12.52, 74.63, 25.49, 1.59, 1.78, 7.45, suppf,
2015-05-22,13.30, 76.22, 23.14, 1.58, 1.78, 7.42, suppf,
2015-05-23,11.11, 76.41, 10.36, 1.59, 1.78, 7.46, suppf,
2015-05-24,11.92, 74.65, 16.87, 1.58, 1.78, 7.43, suppf,
2015-05-25,14.45, 72.36, 18.94, 1.56, 1.77, 7.4, suppf,
2015-05-26,14.37, 75.76, 36.46, 1.57, 1.76, 7.4, suppf,
2015-05-27,13.66, 74.24, 25.58, 1.7, 1.98, 8.07, suppf,
2015-05-28,14.88, 74.87, 23.91, 1.65, 1.89, 7.97, suppf,
2015-05-29,13.46, 75.00, 34.21, 1.62, 1.81, 7.58, suppf,
2015-05-30,10.05, 74.17, 12.95, 1.66, 1.93, 7.92, suppf,
2015-05-31,13.44, 75.77, 32.31, 1.57, 1.76, 7.4, suppf,
2015-06-01,12.52, 76.93, 23.32, 1.57, 1.75, 7.39, suppf,
2015-06-02,14.85, 73.97, 18.01, 1.58, 1.8, 7.49, suppf,
2015-06-03,12.57, 73.89, 18.03, 1.57, 1.76, 7.41, suppf,
2015-06-04,14.19, 75.20, 20.00, 1.58, 1.86, 7.53, suppf,
2015-06-05,14.35, 76.88, 22.23, 1.6, 1.78, 7.52, suppf,
2015-06-06,14.66, 78.32, 21.03, 2.02, 2.59, 10.01, suppf,
2015-06-07,14.33, 75.14, 24.84, 1.62, 1.82, 7.75, suppf,
2015-06-08,12.75, 77.64, 19.86, 1.64, 1.78, 7.57, suppf,
2015-06-09,12.50, 76.00, 28.27, 1.58, 1.8, 7.52, suppf,
2015-06-10,15.79, 77.53, 21.09, 1.61, 1.77, 7.51, suppf,
2015-06-11,11.97, 73.52, 15.49, 1.65, 1.86, 7.63, suppf,
2015-06-12,12.82, 74.98, 16.95, 1.62, 1.8, 7.75, suppf,
2015-06-13,10.82, 73.20, 12.77, 1.56, 1.74, 7.35, suppf,
2015-06-14,11.42, 76.53, 19.58, 1.64, 1.75, 7.87, suppf,
2015-06-15,12.54, 78.31, 22.36, 1.64, 1.85, 7.69, suppf,
2015-06-16,12.96, 73.92, 20.93, 1.57, 1.75, 7.37, suppf,
2015-06-17,14.21, 75.78, 31.86, 1.64, 1.77, 7.58, suppf,
2015-06-18,12.94, 76.28, 20.09, 1.65, 1.76, 7.7, suppf,
2015-06-19,11.95, 75.24, 12.49, 1.63, 1.75, 7.63, suppf,
2015-06-20,14.65, 76.17, 15.99, 1.58, 1.75, 7.44, suppf,
2015-06-21,14.50, 76.33, 21.05, 1.58, 1.79, 7.48, suppf,
2015-06-22,13.15, 73.13, 19.20, 1.57, 1.73, 7.28, suppf,
2015-06-23,12.94, 74.60, 18.61, 1.63, 1.93, 7.68, suppf,
2015-06-24,13.32, 75.48, 31.55, 1.66, 1.81, 7.56, suppf,
2015-06-25,13.62, 73.75, 22.29, 1.63, 1.84, 7.66, suppf,
2015-06-26,14.48, 79.53, 17.96, 1.61, 1.84, 7.55, suppf,
2015-06-27,12.27, 75.24, 13.26, 1.57, 1.73, 7.34, suppf,
2015-06-28,11.51, 74.59, 14.81, 1.56, 1.73, 7.29, suppf,
2015-06-29,13.22, 74.22, 17.21, 1.58, 1.73, 7.37, suppf,
2015-06-30,12.23, 76.86, 20.17, 1.68, 1.88, 8, suppf,
2015-07-01,9.60, 79.49, 24.98, 1.6, 1.79, 7.54, suppf,
2015-07-02,12.10, 76.87, 15.13, 1.59, 1.79, 7.52, suppf,
2015-07-03,11.39, 75.51, 32.55, 1.57, 1.74, 7.36, suppf,
2015-07-04,12.74, 76.27, 25.78, 1.59, 1.75, 7.39, suppf,
2015-07-05,11.39, 79.78, 36.34, 1.59, 1.72, 7.35, suppf,
2015-07-06,13.09, 75.88, 23.24, 1.58, 1.71, 7.32, suppf,
2015-07-07,13.07, 74.29, 15.24, 1.58, 1.74, 7.35, suppf,
2015-07-08,13.25, 76.41, 20.28, 1.57, 1.73, 7.32, suppf,
2015-07-09,11.60, 76.90, 23.98, 1.59, 1.77, 7.41, suppf,
2015-07-10,12.86, 74.25, 31.18, 1.58, 1.72, 7.29, suppf,
2015-07-11,13.20, 77.45, 15.50, 1.63, 1.75, 7.5, suppf,
2015-07-12,15.28, 75.20, 18.33, 1.72, 1.87, 8.34, suppf,
2015-07-13,13.60, 73.98, 13.10, 1.65, 1.86, 7.8, suppf,
2015-07-14,11.61, 75.76, 21.68, 1.58, 1.74, 7.31, suppf,
2015-07-15,11.15, 76.51, 14.43, 1.57, 1.71, 7.24, suppf,
2015-07-16,13.33, 77.48, 29.56, 1.67, 1.77, 7.91, suppf,
2015-07-17,10.84, 75.73, 22.65, 1.63, 1.81, 7.8, suppf,
2015-07-18,12.53, 78.10, 22.19, 1.61, 1.74, 7.54, suppf,
2015-07-19,14.17, 78.27, 26.48, 1.6, 1.73, 7.48, suppf,
2015-07-20,13.22, 75.66, 23.00, 1.6, 1.73, 7.45, suppf,
2015-07-21,14.78, 75.50, 20.41, 1.65, 1.76, 7.63, suppf,
2015-07-22,13.68, 77.31, 17.20, 1.6, 1.74, 7.51, suppf,
2015-07-23,14.10, 77.81, 12.68, 1.71, 1.87, 8.12, suppf,
2015-07-24,15.60, 76.27, 21.02, 1.61, 1.73, 7.52, suppf,
2015-07-25,16.06, 78.47, 24.51, 1.62, 1.76, 7.57, suppf,
2015-07-26,11.00, 74.38, 13.42, 1.65, 1.84, 7.74, suppf,
2015-07-27,13.03, 76.70, 13.64, 1.6, 1.75, 7.56, suppf,
2015-07-28,12.12, 74.25, 20.88, 1.67, 1.89, 7.88, suppf,
2015-07-29,13.48, 77.83, 17.66, 1.65, 1.81, 7.62, suppf,
2015-07-30,11.31, 79.01, 18.75, 1.62, 1.78, 7.62, suppf,
2015-07-31,10.68, 77.71, 15.97, 1.63, 1.76, 7.55, suppf,
2015-08-01,10.21, 78.42, 17.75, 1.62, 1.76, 7.58, suppf,
2015-08-02,15.03, 78.10, 21.76, 1.61, 1.75, 7.56, suppf,
2015-08-03,13.43, 76.69, 15.14, 1.61, 1.76, 7.6, suppf,
2015-08-04,13.49, 73.10, 7.29, 1.6, 1.77, 7.61, suppf,
2015-08-05,14.31, 76.04, 26.91, 1.63, 1.81, 7.78, suppf,
2015-08-06,14.85, 76.42, 24.83, 1.62, 1.74, 7.55, suppf,
2015-08-07,11.61, 75.69, 22.78, 1.61, 1.74, 7.55, suppf,
2015-08-08,13.96, 78.97, 25.14, 1.68, 1.89, 7.94, suppf,
2015-08-09,15.11, 77.17, 21.77, 1.75, 1.98, 8.36, suppf,
2015-08-10,14.53, 78.62, 10.27, 1.64, 1.77, 7.67, suppf,
2015-08-11,12.44, 78.85, 22.93, 1.61, 1.72, 7.47, suppf,
2015-08-12,14.22, 77.07, 6.44, 1.61, 1.74, 7.56, suppf,
2015-08-13,15.06, 77.36, 11.94, 1.64, 1.76, 7.65, suppf,
2015-08-14,14.14, 78.76, 20.99, 1.57, 1.73, 7.3, suppf,
2015-08-15,15.95, 78.74, 20.63, 1.57, 1.73, 7.29, suppf,
2015-08-16,14.55, 78.03, 17.43, 1.63, 1.75, 7.53, suppf,
2015-08-17,15.49, 76.75, 27.75, 1.64, 1.8, 7.56, suppf,
2015-08-18,15.18, 78.57, 16.41, 1.57, 1.72, 7.31, suppf,
2015-08-19,15.84, 80.10, 24.57, 1.58, 1.78, 7.44, suppf,
2015-08-20,15.26, 78.12, 30.30, 1.59, 1.85, 7.49, suppf,
2015-08-21,14.69, 77.33, 27.34, 1.57, 1.71, 7.23, suppf,
2015-08-22,16.17, 80.38, 20.16, 1.72, 1.94, 7.88, suppf,
2015-08-23,14.17, 80.16, 30.24, 1.72, 1.91, 8.03, suppf,
2015-08-24,13.39, 80.06, 21.77, 1.6, 1.78, 7.49, suppf,
2015-08-25,16.13, 80.47, 21.53, 1.65, 1.8, 7.73, suppf,
2015-08-26,14.17, 79.82, 17.86, 1.6, 1.82, 7.4, suppf,
2015-08-27,14.48, 77.35, 25.72, 1.63, 1.73, 7.41, suppf,
2015-08-28,13.83, 79.25, 24.31, 1.64, 1.83, 7.57, suppf,
2015-08-29,16.10, 77.53, 24.47, 1.67, 1.91, 7.64, suppf,
2015-08-30,16.47, 76.82, 33.10, 1.59, 1.73, 7.27, suppf,
2015-08-31,14.98, 74.15, 21.48, 1.59, 1.72, 7.27, suppf,
2015-09-01,12.53, 75.55, 12.64, 1.67, 1.99, 7.84, suppf,
2015-09-02,15.36, 75.20, 14.73, 1.66, 1.79, 7.59, suppf,
2015-09-03,17.33, 79.02, 30.72, 1.59, 1.73, 7.27, suppf,
2015-09-04,15.18, 77.50, 18.96, 1.59, 1.73, 7.3, suppf,
2015-09-05,13.25, 79.92, 19.55, 1.58, 1.71, 7.26, suppf,
2015-09-06,16.51, 77.13, 35.51, 1.79, 1.86, 8.44, suppf,
2015-09-07,14.31, 76.70, 23.20, 1.6, 1.72, 7.31, suppf,
2015-09-08,13.88, 77.77, 27.67, 1.89, 2.34, 8.82, suppf,
2015-09-09,14.23, 76.60, 18.08, 1.59, 1.73, 7.28, suppf,
2015-09-10,14.46, 80.53, 10.93, 1.59, 1.78, 7.45, suppf,
2015-09-11,12.38, 78.84, 22.03, 1.62, 1.75, 7.44, suppf,
2015-09-12,16.25, 78.43, 26.31, 1.59, 1.72, 7.32, suppf,
2015-09-13,18.85, 78.94, 30.37, 1.61, 1.79, 7.41, suppf,
2015-09-14,17.09, 77.53, 28.68, 1.62, 1.81, 7.43, suppf,
2015-09-15,12.81, 79.15, 28.46, 1.59, 1.73, 7.32, suppf,
2015-09-16,15.81, 78.24, 12.59, 1.63, 1.75, 7.55, suppf,
2015-09-17,17.56, 75.84, 25.84, 1.75, 1.88, 8.09, suppf,
2015-09-18,15.39, 79.10, 23.79, 1.59, 1.73, 7.33, suppf,
2015-09-19,15.91, 78.69, 22.36, 1.67, 1.88, 7.75, suppf,
2015-09-20,14.03, 80.72, 20.94, 1.61, 1.83, 7.52, suppf,
2015-09-21,12.50, 78.54, 13.31, 1.61, 1.79, 7.45, suppf,
2015-09-22,14.01, 81.72, 20.00, 1.62, 1.78, 7.48, suppf,
2015-09-23,13.89, 76.53, 21.28, 1.66, 1.83, 7.66, suppf,
2015-09-24,14.84, 81.78, 18.95, 1.67, 1.85, 7.88, suppf,
2015-09-25,17.45, 79.45, 21.14, 1.65, 1.93, 7.85, suppf,
2015-09-26,13.59, 81.86, 15.30, 1.6, 1.75, 7.34, suppf,
2015-09-27,13.54, 78.55, 20.55, 1.75, 1.83, 8.05, suppf,
2015-09-28,14.90, 79.97, 22.24, 1.62, 1.77, 7.54, suppf,
2015-09-29,13.12, 81.08, 28.73, 1.63, 1.74, 7.67, suppf,
2015-09-30,14.72, 80.29, 27.57, 1.67, 1.84, 7.82, suppf,
2015-10-01,15.92, 78.74, 16.34, 1.67, 1.84, 7.77, suppf,
2015-10-02,15.05, 76.35, 27.07, 1.61, 1.76, 7.45, suppf,
2015-10-03,14.17, 79.63, 23.80, 1.62, 1.71, 7.4, suppf,
2015-10-04,15.46, 80.87, 34.02, 1.59, 1.73, 7.44, suppf,
2015-10-05,16.18, 79.86, 22.46, 1.6, 1.72, 7.43, suppf,
2015-10-06,13.14, 75.71, 31.50, 1.66, 1.8, 7.7, suppf,
2015-10-07,13.36, 77.92, 15.42, 1.61, 1.75, 7.41, suppf,
2015-10-08,15.42, 78.59, 20.32, 1.63, 1.79, 7.51, suppf,
2015-10-09,14.96, 80.18, 14.43, 1.61, 1.7, 7.39, suppf,
2015-10-10,14.55, 79.33, 16.64, 1.62, 1.75, 7.47, suppf,
2015-10-11,16.40, 80.62, 29.49, 1.6, 1.71, 7.44, suppf,
2015-10-12,14.91, 83.25, 21.51, 1.59, 1.7, 7.39, suppf,
2015-10-13,12.66, 84.07, 29.23, 1.81, 2.07, 8.45, suppf,
2015-10-14,15.10, 82.41, 25.79, 1.63, 1.82, 7.68, suppf,
2015-10-15,14.89, 83.23, 27.21, 1.59, 1.7, 7.42, suppf,
2015-10-16,15.68, 84.77, 29.40, 1.7, 1.81, 7.93, suppf,
2015-10-17,14.71, 83.00, 14.05, 1.7, 1.82, 7.93, suppf,
2015-10-18,13.09, 81.46, 13.12, 1.96, 2.03, 9.18, suppf,
2015-10-19,15.34, 80.69, 18.75, 1.62, 1.74, 7.61, suppf,
2015-10-20,14.75, 80.98, 20.49, 1.65, 1.71, 7.73, suppf,
2015-10-21,11.60, 80.14, 19.61, 1.74, 1.78, 7.85, suppf,
2015-10-22,16.36, 79.92, 16.69, 1.6, 1.73, 7.56, suppf,
2015-10-23,16.90, 82.28, 26.44, 1.64, 1.76, 7.59, suppf,
2015-10-24,15.82, 80.65, 12.87, 1.66, 1.82, 8.01, suppf,
2015-10-25,15.63, 84.86, 30.06, 1.63, 1.71, 7.74, suppf,
2015-10-26,13.73, 83.56, 27.81, 1.64, 1.7, 7.7, suppf,
2015-10-27,15.94, 82.03, 26.36, 1.7, 1.85, 8.1, suppf,
2015-10-28,14.83, 81.01, 15.13, 1.66, 1.77, 7.65, suppf,
2015-10-29,14.52, 82.37, 24.16, 1.6, 1.68, 7.45, suppf,
2015-10-30,13.40, 80.50, 26.88, 1.66, 1.78, 7.71, suppf,
2015-10-31,12.42, 80.93, 20.10, 1.66, 1.83, 8.02, suppf,
2015-11-01,13.99, 85.07, 22.58, 1.68, 1.82, 8.13, suppf,
2015-11-02,14.98, 81.58, 18.66, 1.59, 1.68, 7.42, suppf,
2015-11-03,14.79, 81.58, 32.02, 1.61, 1.72, 7.56, suppf,
2015-11-04,14.97, 79.48, 25.63, 1.61, 1.72, 7.54, suppf,
2015-11-05,14.74, 82.03, 22.37, 1.61, 1.76, 7.58, suppf,
2015-11-06,13.07, 84.60, 11.51, 1.6, 1.76, 7.62, suppf,
2015-11-07,14.43, 83.36, 26.38, 1.6, 1.71, 7.49, suppf,
2015-11-08,14.70, 83.15, 16.62, 1.6, 1.71, 7.48, suppf,
2015-11-09,14.43, 81.86, 23.92, 1.6, 1.71, 7.49, suppf,
2015-11-10,14.54, 82.19, 20.67, 1.61, 1.71, 7.5, suppf,
2015-11-11,12.94, 80.68, 22.03, 1.61, 1.76, 7.59, suppf,
2015-11-12,14.03, 81.61, 13.58, 1.61, 1.71, 7.51, suppf,
2015-11-13,14.54, 82.35, 30.73, 1.63, 1.79, 7.65, suppf,
2015-11-14,15.41, 81.58, 19.76, 1.61, 1.73, 7.56, suppf,
2015-11-15,13.32, 78.96, 21.87, 1.6, 1.71, 7.47, suppf,
2015-11-16,14.97, 83.63, 25.90, 1.6, 1.73, 7.51, suppf,
2015-11-17,12.29, 78.18, 17.89, 1.59, 1.72, 7.45, suppf,
2015-11-18,15.41, 82.20, 10.68, 1.65, 1.71, 7.7, suppf,
2015-11-19,16.99, 82.22, 36.04, 1.62, 1.76, 7.67, suppf,
2015-11-20,15.77, 80.74, 23.69, 1.62, 1.71, 7.51, suppf,
2015-11-21,15.67, 82.27, 13.80, 1.66, 1.78, 7.72, suppf,
2015-11-22,15.15, 81.77, 19.02, 1.61, 1.7, 7.45, suppf,
2015-11-23,13.77, 80.96, 10.52, 1.62, 1.75, 7.54, suppf,
2015-11-24,15.88, 81.56, 15.89, 1.61, 1.7, 7.43, suppf,
2015-11-25,15.19, 83.03, 18.89, 1.65, 1.72, 7.64, suppf,
2015-11-26,16.07, 82.95, 14.41, 1.62, 1.71, 7.46, suppf,
2015-11-27,14.99, 83.23, 13.75, 1.61, 1.7, 7.44, suppf,
2015-11-28,16.71, 85.01, 28.62, 1.61, 1.71, 7.47, suppf,
2015-11-29,15.29, 83.89, 15.47, 1.61, 1.7, 7.48, suppf,
2015-11-30,15.17, 82.89, 5.77, 1.84, 1.99, 9, suppf,
2015-12-01,14.79, 84.33, 26.62, 1.63, 1.77, 7.61, suppf,
2015-12-02,14.28, 85.95, 16.91, 1.65, 1.75, 7.72, suppf,
2015-12-03,15.13, 81.54, 19.87, 1.6, 1.71, 7.44, suppf,
2015-12-04,15.28, 80.77, 16.58, 1.62, 1.71, 7.5, suppf,
2015-12-05,13.24, 85.30, 10.52, 1.64, 1.73, 7.59, suppf,
2015-12-06,15.29, 84.50, 12.61, 1.64, 1.73, 7.64, suppf,
2015-12-07,14.00, 85.07, 26.19, 1.7, 1.78, 7.95, suppf,
2015-12-08,15.17, 84.15, 17.15, 1.68, 1.74, 7.86, suppf,
2015-12-09,14.05, 86.75, 10.32, 1.78, 1.83, 8.25, suppf,
2015-12-10,16.92, 86.45, 34.69, 1.96, 2.02, 9.01, suppf,
2015-12-11,15.16, 83.63, 17.59, 1.67, 1.72, 7.74, suppf,
2015-12-12,13.20, 82.89, 7.20, 1.7, 1.74, 7.79, suppf,
2015-12-13,15.95, 81.59, 16.25, 1.64, 1.77, 7.75, suppf,
2015-12-14,14.57, 83.49, 21.84, 1.6, 1.78, 7.49, suppf,
2015-12-15,16.71, 85.33, 28.16, 1.63, 1.72, 7.59, suppf,
2015-12-16,13.94, 85.26, 26.32, 1.68, 1.86, 7.95, suppf,
2015-12-17,12.95, 84.21, 18.88, 1.64, 1.83, 7.8, suppf,
2015-12-18,15.73, 82.74, 21.84, 1.6, 1.78, 7.57, suppf,
2015-12-19,15.12, 84.56, 23.15, 1.6, 1.73, 7.45, suppf,
2015-12-20,14.76, 82.63, 25.96, 1.63, 1.75, 7.63, suppf,
2015-12-21,15.60, 82.87, 15.07, 1.63, 1.77, 7.69, suppf,
2015-12-22,16.14, 83.99, 24.76, 1.61, 1.74, 7.52, suppf,
2015-12-23,15.59, 86.79, 27.25, 1.62, 1.8, 7.59, suppf,
2015-12-24,17.02, 84.19, 19.24, 1.59, 1.77, 7.51, suppf,
2015-12-25,12.05, 84.55, 20.21, 1.58, 1.72, 7.42, suppf,
2015-12-26,16.02, 85.23, 31.42, 1.59, 1.72, 7.47, suppf,
2015-12-27,14.57, 83.78, 28.90, 1.61, 1.73, 7.47, suppf,
2015-12-28,12.96, 83.90, 30.41, 1.58, 1.69, 7.32, suppf,
2015-12-29,14.46, 82.08, 29.59, 1.58, 1.7, 7.36, suppf,
2015-12-30,16.16, 83.99, 20.95, 1.57, 1.7, 7.34, suppf,
2015-12-31,14.89, 84.00, 23.20, 1.59, 1.71, 7.43, suppf,
2016-01-01,9.07, 86.97, 7.98, 1.65, 1.74, 7.67, suppf,
2016-01-02,19.60, 81.84, 32.26, 1.67, 1.76, 7.75, suppf,
2016-01-03,15.08, 86.73, 25.12, 1.68, 1.8, 7.89, suppf,
2016-01-04,14.61, 83.52, 21.04, 1.59, 1.69, 7.41, suppf,
2016-01-05,15.21, 85.17, 17.84, 1.58, 1.68, 7.33, suppf,
2016-01-06,14.28, 86.89, 23.80, 1.64, 1.84, 7.83, suppf,
2016-01-07,15.94, 85.83, 20.69, 1.67, 1.81, 7.88, suppf,
2016-01-08,14.71, 86.23, 21.06, 1.66, 1.73, 7.66, suppf,
2016-01-09,16.35, 85.86, 22.85, 1.78, 1.79, 8.33, suppf,
2016-01-10,17.82, 87.40, 25.90, 1.58, 1.7, 7.39, suppf,
2016-01-11,16.31, 86.95, 29.01, 1.58, 1.69, 7.36, suppf,
2016-01-12,15.47, 86.75, 21.87, 1.59, 1.8, 7.61, suppf,
2016-01-13,14.38, 87.84, 29.34, 1.6, 1.76, 7.57, suppf,
2016-01-14,16.38, 86.80, 21.10, 1.7, 1.81, 8.08, suppf,
2016-01-15,17.34, 87.20, 30.34, 1.63, 1.71, 7.7, suppf,
2016-01-16,16.58, 87.16, 29.93, 1.65, 1.77, 7.85, suppf,
2016-01-17,16.33, 88.04, 32.81, 1.57, 1.71, 7.41, suppf,
2016-01-18,15.68, 89.03, 27.60, 1.61, 1.72, 7.52, suppf,
2016-01-19,16.21, 87.88, 17.51, 1.63, 1.72, 7.61, suppf,
2016-01-20,16.09, 86.07, 17.11, 1.56, 1.72, 7.43, suppf,
2016-01-21,15.62, 87.01, 10.84, 1.59, 1.69, 7.43, suppf,
2016-01-22,15.09, 89.90, 18.91, 1.58, 1.72, 7.48, suppf,
2016-01-23,15.95, 90.20, 38.65, 1.63, 1.77, 7.66, suppf,
2016-01-24,17.84, 88.47, 26.68, 1.61, 1.79, 7.72, suppf,
2016-01-25,15.35, 85.16, 17.03, 1.64, 1.82, 7.84, suppf,
2016-01-26,15.15, 85.96, 17.64, 1.6, 1.75, 7.58, suppf,
2016-01-27,16.49, 85.15, 22.21, 1.65, 1.77, 7.79, suppf,
2016-01-28,18.37, 91.63, 27.31, 1.73, 1.89, 8.28, suppf,
2016-01-29,19.11, 87.26, 27.66, 1.67, 1.84, 7.9, suppf,
2016-01-30,17.54, 87.30, 31.36, 1.61, 1.74, 7.6, suppf,
2016-01-31,17.55, 90.24, 19.72, 1.72, 1.86, 8.2, suppf,
2016-02-01,15.75, 86.76, 20.49, 1.65, 1.88, 7.86, suppf,
2016-02-02,16.76, 87.14, 21.58, 1.6, 1.74, 7.56, suppf,
2016-02-03,14.74, 87.87, 21.07, 1.64, 1.77, 7.68, suppf,
2016-02-04,15.90, 89.55, 17.44, 1.61, 1.74, 7.6, suppf,
2016-02-05,16.16, 89.36, 21.09, 1.61, 1.74, 7.62, suppf,
2016-02-06,16.39, 87.52, 19.49, 1.61, 1.73, 7.61, suppf,
2016-02-07,15.80, 88.43, 29.56, 1.63, 1.78, 7.68, suppf,
2016-02-08,15.28, 90.53, 22.39, 1.7, 1.82, 8, suppf,
2016-02-09,17.13, 89.11, 18.64, 1.63, 1.76, 7.7, suppf,
2016-02-10,17.05, 88.42, 25.78, 1.66, 1.75, 7.85, suppf,
2016-02-11,17.32, 88.40, 31.49, 1.62, 1.74, 7.64, suppf,
2016-02-12,15.48, 88.51, 17.95, 1.61, 1.73, 7.54, suppf,
2016-02-13,16.99, 89.06, 23.12, 1.61, 1.75, 7.59, suppf,
2016-02-14,14.49, 86.30, 21.65, 1.65, 1.78, 7.86, suppf,
2016-02-15,16.83, 86.37, 24.74, 1.6, 1.73, 7.52, suppf,
2016-02-16,16.32, 86.98, 29.21, 1.71, 1.81, 8.16, suppf,
2016-02-17,18.26, 86.45, 35.26, 1.61, 1.74, 7.58, suppf,
2016-02-18,17.37, 86.40, 29.11, 1.84, 2.09, 8.67, suppf,
2016-02-19,16.73, 87.36, 34.06, 1.66, 1.85, 7.79, suppf,
2016-02-20,18.06, 88.83, 27.80, 1.6, 1.73, 7.52, suppf,
2016-02-21,16.83, 90.29, 24.75, 1.62, 1.73, 7.63, suppf,
2016-02-22,15.83, 86.83, 25.42, 1.62, 1.72, 7.58, suppf,
2016-02-23,18.38, 88.19, 35.66, 1.72, 1.89, 8.19, suppf,
2016-02-24,15.47, 87.43, 25.38, 1.62, 1.74, 7.62, suppf,
2016-02-25,18.04, 90.36, 22.17, 1.61, 1.79, 7.68, suppf,
2016-02-26,16.26, 89.43, 32.15, 1.68, 1.81, 8.05, suppf,
2016-02-27,16.11, 86.49, 23.18, 1.62, 1.72, 7.6, suppf,
