PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, LVEG
Station name, LaVega          
Begin Date, 2011-01-01
End Date, 2019-08-02
Release Date, 2019-08-03
Source file, LVEG.cwu.nam08.pos
Offset from source file, 5.29 mm North, 18.67 mm East, 9.81 mm Vertical
Reference position, 19.2227153684 North Latitude, -70.5310861961 East Longitude, 78.57825 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-03-24,0.76, 9.81, -4.84, 1.83, 2.04, 7.81, repro,
2012-03-25,0.15, 12.59, 4.29, 1.9, 2.08, 8.23, repro,
2012-03-26,2.92, 8.87, 13.80, 1.81, 1.96, 7.66, repro,
2012-03-27,5.74, 8.52, -3.11, 1.84, 2, 7.78, repro,
2012-03-28,1.89, 12.18, -2.07, 1.83, 1.98, 7.78, repro,
2012-03-29,3.09, 10.60, 4.46, 1.82, 1.99, 7.68, repro,
2012-03-30,3.71, 7.83, 9.90, 1.84, 2.02, 7.86, repro,
2012-03-31,-232.51, 83.46, 252.12, 2.65, 11.48, 11.22, repro,
2012-04-01,3.10, 9.77, -0.61, 1.82, 1.97, 7.77, repro,
2012-04-02,3.02, 12.13, 6.82, 1.88, 2.01, 8.05, repro,
2012-04-03,-0.11, 8.90, 9.56, 2.04, 2.2, 8.61, repro,
2012-04-04,0.82, 11.75, -12.67, 1.83, 1.99, 7.7, repro,
2012-04-05,3.54, 9.77, -0.71, 1.82, 1.95, 7.66, repro,
2012-04-06,4.02, 9.79, 8.22, 1.81, 1.97, 7.78, repro,
2012-04-07,4.17, 8.98, 0.92, 2.16, 2.58, 9.42, repro,
2012-04-08,4.45, 13.28, -0.36, 1.81, 1.97, 7.67, repro,
2012-04-09,-0.77, 8.89, -0.51, 1.8, 1.94, 7.59, repro,
2012-04-10,3.54, 9.55, -3.31, 1.79, 2, 7.78, repro,
2012-04-11,2.28, 9.62, 13.99, 1.78, 1.95, 7.69, repro,
2012-04-12,2.69, 7.58, 19.16, 1.88, 2.11, 8.27, repro,
2012-04-13,1.62, 10.42, -1.37, 1.9, 2.13, 8.36, repro,
2012-04-17,2.43, 15.69, -2.32, 2.69, 3.24, 12.61, repro,
2012-04-18,4.91, 12.20, -1.83, 1.78, 1.94, 7.63, repro,
2012-04-19,1.24, 12.20, 3.70, 1.84, 1.99, 7.96, repro,
2012-04-20,1.24, 12.32, 1.20, 1.79, 2, 7.77, repro,
2012-04-21,3.80, 12.31, 2.40, 1.77, 1.93, 7.6, repro,
2012-04-22,1.87, 12.52, -9.24, 1.84, 1.97, 7.97, repro,
2012-04-23,1.24, 13.98, -12.44, 1.81, 2, 7.8, repro,
2012-04-24,1.30, 12.05, -14.52, 1.91, 2.07, 8.47, repro,
2012-04-25,0.60, 13.54, -0.90, 1.9, 2.04, 8.42, repro,
2012-04-26,2.69, 12.92, 2.01, 1.8, 2.01, 7.75, repro,
2012-04-27,1.97, 13.50, -10.80, 1.87, 2.19, 8.12, repro,
2012-04-28,1.75, 11.28, -1.69, 1.8, 1.97, 7.63, repro,
2012-04-29,1.39, 13.44, 2.28, 1.79, 2.04, 7.77, repro,
2012-04-30,2.61, 11.89, -3.90, 1.77, 1.95, 7.61, repro,
2012-05-01,3.47, 13.66, 7.53, 1.85, 2.02, 8.1, repro,
2012-05-02,4.13, 13.29, -1.33, 1.85, 2, 7.99, repro,
2012-05-03,3.08, 13.36, -3.39, 1.86, 2.1, 8.03, repro,
2012-05-04,3.70, 15.48, 11.41, 1.85, 2.18, 8.1, repro,
2012-05-05,3.75, 12.33, 6.28, 1.82, 2.07, 7.93, repro,
2012-05-06,2.18, 12.20, 8.25, 2.04, 2.28, 8.99, repro,
2012-05-07,3.15, 13.98, 8.37, 1.92, 2.06, 8.25, repro,
2012-05-08,1.50, 13.67, 1.77, 1.89, 2.06, 8.19, repro,
2012-05-09,1.29, 14.73, 5.66, 2.05, 2.35, 8.92, repro,
2012-05-10,0.80, 14.88, -11.69, 1.91, 2.14, 8.4, repro,
2012-05-11,0.74, 8.48, 3.54, 1.87, 2.1, 8.22, repro,
2012-05-12,3.80, 11.16, -2.44, 2.18, 2.43, 9.58, repro,
2012-05-13,3.95, 9.92, -4.63, 1.98, 2.14, 8.54, repro,
2012-05-14,3.72, 12.29, -1.25, 1.9, 2.12, 8.29, repro,
2012-05-15,1.96, 11.08, 1.16, 2.17, 2.39, 9.36, repro,
2012-05-16,3.53, 12.77, -7.77, 1.85, 2.05, 7.84, repro,
2012-05-17,2.04, 13.08, -10.85, 1.86, 2.07, 8.11, repro,
2012-05-18,2.81, 11.01, 0.80, 1.91, 2.07, 8.31, repro,
2012-05-19,2.58, 12.89, -9.71, 1.86, 2.07, 8, repro,
2012-05-20,2.02, 12.15, -0.86, 1.92, 2.14, 8.3, repro,
2012-05-21,0.94, 13.67, -2.83, 1.87, 2.09, 8.14, repro,
2012-05-22,0.91, 14.44, 0.19, 1.86, 2.09, 8.04, repro,
2012-05-23,0.58, 12.05, -0.91, 1.87, 2.09, 8.1, repro,
2012-05-24,-0.88, 17.25, 5.34, 1.93, 2.15, 8.22, repro,
2012-05-25,3.51, 12.94, 7.65, 1.78, 1.92, 7.57, repro,
2012-05-26,2.26, 14.71, 3.19, 1.77, 1.9, 7.43, repro,
2012-05-27,2.62, 14.91, 7.14, 1.85, 2.03, 7.99, repro,
2012-05-28,1.14, 15.32, 8.98, 1.82, 2.04, 7.88, repro,
2012-05-29,1.08, 15.79, 0.86, 1.82, 1.97, 7.86, repro,
2012-05-30,3.31, 15.08, 10.16, 1.81, 2.01, 7.72, repro,
2012-05-31,3.32, 13.46, 11.52, 1.82, 1.96, 7.81, repro,
2012-06-01,0.60, 14.48, -1.71, 1.78, 1.95, 7.53, repro,
2012-06-02,1.16, 16.85, 5.82, 1.85, 2.07, 7.8, repro,
2012-06-03,0.14, 14.34, -2.29, 1.77, 1.94, 7.5, repro,
2012-06-04,0.24, 15.67, -5.59, 1.84, 2.03, 7.92, repro,
2012-06-05,3.39, 12.88, 6.64, 1.81, 2, 7.76, repro,
2012-06-06,1.74, 14.42, -1.29, 1.82, 1.96, 7.82, repro,
2012-06-07,1.31, 14.58, 1.07, 1.8, 1.96, 7.83, repro,
2012-06-08,-0.18, 14.16, -4.68, 1.78, 1.95, 7.57, repro,
2012-06-09,3.19, 15.27, -1.98, 1.77, 1.95, 7.53, repro,
2012-06-10,1.31, 12.40, -3.67, 1.79, 2, 7.66, repro,
2012-06-11,2.71, 12.43, -3.43, 1.78, 1.95, 7.6, repro,
2012-06-12,0.94, 17.04, -0.97, 1.96, 2.28, 8.55, repro,
2012-06-13,3.40, 11.31, -6.67, 1.81, 2.09, 7.95, repro,
2012-06-14,2.03, 13.94, 3.25, 1.8, 2.08, 7.95, repro,
2012-06-15,3.22, 12.51, 6.38, 1.89, 2.01, 7.98, repro,
2012-06-16,3.59, 16.40, -1.95, 2.08, 2.16, 8.97, repro,
2012-06-17,2.50, 13.39, 2.75, 1.82, 1.96, 7.76, repro,
2012-06-18,3.28, 16.53, -3.13, 1.78, 1.95, 7.62, repro,
2012-06-19,3.34, 16.97, -0.17, 1.78, 1.97, 7.67, repro,
2012-06-20,2.75, 13.00, 3.78, 1.77, 1.94, 7.59, repro,
2012-06-21,3.01, 15.20, 1.63, 1.79, 1.99, 7.61, repro,
2012-06-22,1.60, 17.32, 0.26, 1.78, 1.95, 7.59, repro,
2012-06-23,3.44, 15.77, -9.80, 1.78, 1.94, 7.53, repro,
2012-06-24,2.83, 14.51, -9.19, 1.81, 1.97, 7.76, repro,
2012-06-25,3.52, 15.99, 6.64, 1.79, 1.96, 7.66, repro,
2012-06-26,-1.62, 15.53, 11.74, 1.88, 2.04, 7.94, repro,
2012-06-27,3.06, 16.68, 15.26, 1.83, 2.13, 8, repro,
2012-06-28,3.03, 15.04, 4.14, 1.93, 2.14, 8.45, repro,
2012-06-29,1.33, 15.08, -3.48, 1.9, 2.08, 8.11, repro,
2012-06-30,1.26, 16.56, 3.13, 1.82, 1.98, 7.76, repro,
2012-07-01,2.83, 15.36, 3.06, 1.8, 2.02, 7.78, repro,
2012-07-02,1.41, 16.35, 2.14, 1.84, 2.01, 7.8, repro,
2012-07-03,2.86, 18.55, 4.91, 1.88, 2.06, 7.87, repro,
2012-07-04,4.85, 15.89, 6.35, 1.91, 2.24, 8.33, repro,
2012-07-05,4.43, 12.55, -1.99, 1.84, 2, 7.76, repro,
2012-07-06,2.66, 14.24, -2.17, 1.93, 2.01, 8.25, repro,
2012-07-07,1.22, 14.71, 2.95, 1.79, 2.02, 7.79, repro,
2012-07-08,0.35, 12.19, 1.26, 1.81, 1.95, 7.65, repro,
2012-07-09,4.31, 12.60, 6.58, 1.82, 1.99, 7.8, repro,
2012-07-10,4.17, 14.05, 8.15, 1.8, 2.07, 7.89, repro,
2012-07-11,3.19, 15.01, 7.92, 1.86, 2.05, 8.11, repro,
2012-07-12,-1.16, 14.75, -3.08, 1.82, 2, 7.84, repro,
2012-07-13,1.12, 12.99, -4.81, 1.87, 2.08, 8.29, repro,
2012-07-14,2.07, 13.30, -1.27, 1.8, 2, 7.78, repro,
2012-07-15,2.96, 12.59, -0.20, 1.84, 2.03, 7.86, repro,
2012-07-16,2.13, 15.84, 16.56, 1.84, 2.04, 7.81, repro,
2012-07-17,0.12, 15.17, 3.64, 1.83, 2, 7.78, repro,
2012-07-18,-1.23, 13.99, 2.38, 1.91, 2.15, 8.05, repro,
2012-07-19,0.99, 12.15, -6.49, 1.77, 1.98, 7.67, repro,
2012-07-20,1.09, 14.22, 13.55, 1.84, 2.04, 7.78, repro,
2012-07-21,2.24, 14.55, -4.31, 1.76, 1.98, 7.58, repro,
2012-07-22,2.07, 16.26, 2.41, 1.8, 2.01, 7.68, repro,
2012-07-23,3.57, 18.19, 1.50, 1.8, 2.06, 7.79, repro,
2012-07-24,0.89, 16.04, 1.39, 1.77, 1.99, 7.65, repro,
2012-07-25,2.05, 14.06, 4.39, 1.8, 2, 7.62, repro,
2012-07-26,0.83, 16.77, 8.33, 1.81, 2.01, 7.7, repro,
2012-07-27,1.09, 15.81, 3.74, 1.78, 1.99, 7.6, repro,
2012-07-28,-1.18, 15.38, -3.56, 1.81, 2.02, 7.69, repro,
2012-07-29,3.22, 16.71, 1.07, 1.87, 2.15, 8.26, repro,
2012-07-30,2.56, 15.20, -2.07, 1.89, 2.13, 8.53, repro,
2012-07-31,1.63, 14.89, -5.55, 1.83, 2.07, 7.96, repro,
2012-08-01,1.05, 15.03, 3.90, 1.82, 2.02, 7.75, repro,
2012-08-02,0.83, 14.98, -3.81, 1.81, 2.03, 7.7, repro,
2012-08-03,2.10, 16.00, -2.12, 1.8, 2.01, 7.65, repro,
2012-08-04,0.54, 20.13, 7.08, 1.8, 2.01, 7.82, repro,
2012-08-05,5.25, 16.58, 17.86, 2.15, 2.42, 9.43, repro,
2012-08-06,0.88, 17.24, 8.04, 1.79, 2.01, 7.67, repro,
2012-08-07,0.34, 16.12, -7.53, 1.89, 2.22, 8.11, repro,
2012-08-08,2.97, 16.73, 10.07, 1.88, 2.13, 8.16, repro,
2012-08-09,2.37, 19.78, 5.79, 1.81, 2.04, 7.88, repro,
2012-08-10,1.27, 17.97, -3.89, 1.8, 2.08, 7.86, repro,
2012-08-11,2.49, 18.27, 13.34, 1.77, 2, 7.64, repro,
2012-08-12,2.07, 18.03, 11.53, 1.87, 2.1, 7.97, repro,
2012-08-13,3.12, 16.06, 6.30, 1.86, 2.15, 7.99, repro,
2012-08-14,0.17, 17.15, 13.18, 1.81, 2.09, 7.86, repro,
2012-08-15,1.84, 16.33, -1.94, 1.78, 2.02, 7.68, repro,
2012-08-16,2.81, 22.28, 18.48, 1.84, 2.06, 7.89, repro,
2012-08-17,4.33, 18.85, 4.52, 1.87, 2.06, 8.18, repro,
2012-08-18,-0.07, 18.02, 4.64, 1.89, 2.1, 8.23, repro,
2012-08-19,0.53, 17.33, 4.30, 1.83, 2.04, 7.7, repro,
2012-08-20,3.35, 16.37, 15.39, 1.8, 2.05, 7.82, repro,
2012-08-21,0.87, 15.99, 12.77, 1.82, 2.05, 7.77, repro,
2012-08-22,3.40, 14.83, 0.30, 1.79, 2.02, 7.68, repro,
2012-08-23,5.65, 13.99, 19.72, 1.84, 2.09, 7.85, repro,
2012-08-24,2.36, 17.75, 1.04, 1.82, 2.05, 7.78, repro,
2012-08-25,7.43, 16.22, 1.27, 1.8, 2.03, 7.72, repro,
2012-08-26,1.38, 19.42, -2.28, 1.79, 2.03, 7.75, repro,
2012-08-27,0.69, 13.17, -8.12, 1.92, 2.19, 8.4, repro,
2012-08-28,1.13, 14.85, 6.18, 1.88, 2.14, 8.08, repro,
2012-08-29,3.04, 15.68, 1.65, 1.83, 2.04, 7.85, repro,
2012-08-30,3.79, 17.02, -4.58, 1.8, 2.04, 7.76, repro,
2012-08-31,2.58, 17.69, 3.40, 1.87, 2.12, 8.05, repro,
2012-09-01,3.39, 14.16, 9.39, 1.81, 2.03, 7.81, repro,
2012-09-02,4.76, 15.18, 2.28, 1.89, 2.07, 8.21, repro,
2012-09-03,2.14, 15.91, 1.17, 1.81, 2.04, 7.83, repro,
2012-09-04,0.61, 15.32, -8.94, 1.92, 2.28, 8.43, repro,
2012-09-05,1.80, 17.86, 2.99, 1.83, 2.04, 8.05, repro,
2012-09-06,3.76, 18.47, 0.52, 2.14, 2.51, 9.9, repro,
2012-09-07,2.84, 15.82, 2.85, 1.9, 2.07, 8.26, repro,
2012-09-08,3.73, 12.37, -2.40, 1.79, 2.02, 7.74, repro,
2012-09-09,0.86, 16.05, -4.52, 1.86, 2.1, 8.17, repro,
2012-09-10,0.78, 16.23, -2.13, 1.84, 2.02, 7.97, repro,
2012-09-11,3.71, 15.08, 5.93, 1.83, 1.98, 7.86, repro,
2012-09-12,2.45, 18.23, 0.91, 1.9, 2.1, 8.36, repro,
2012-09-13,-0.17, 15.19, 13.61, 1.82, 1.99, 7.97, repro,
2012-09-14,3.59, 14.30, -8.91, 2.08, 2.35, 9.26, repro,
2012-09-15,2.31, 13.35, 9.93, 1.86, 2.15, 8.45, repro,
2012-09-16,4.66, 13.69, -8.30, 2.03, 2.36, 9.05, repro,
2012-09-17,3.60, 15.39, -3.16, 1.85, 2.06, 7.99, repro,
2012-09-18,2.74, 16.05, 3.66, 1.85, 2.06, 8.01, repro,
2012-09-19,3.71, 16.24, 22.47, 1.82, 1.98, 7.94, repro,
2012-09-20,3.65, 14.93, 3.16, 1.79, 1.98, 7.72, repro,
2012-09-21,3.55, 13.89, 6.52, 1.89, 2.07, 8.38, repro,
2012-09-22,2.74, 16.43, 10.66, 1.78, 1.97, 7.65, repro,
2012-09-23,2.00, 15.37, -3.09, 1.77, 1.96, 7.59, repro,
2012-09-24,2.78, 13.56, 7.14, 1.87, 2.11, 7.95, repro,
2012-09-25,1.70, 14.79, -1.51, 1.91, 2.22, 8.23, repro,
2012-09-26,2.00, 15.74, -3.69, 1.86, 2.02, 7.97, repro,
2012-09-27,5.42, 13.19, 8.53, 1.81, 1.99, 7.78, repro,
2012-09-28,3.04, 16.00, -0.58, 1.9, 2.15, 8.31, repro,
2012-09-29,4.65, 18.18, 12.93, 1.85, 2.07, 7.99, repro,
2012-09-30,1.94, 18.65, 1.78, 1.77, 1.95, 7.58, repro,
2012-10-01,4.01, 15.95, 3.10, 1.85, 2.06, 8.05, repro,
2012-10-02,3.48, 15.05, 0.73, 1.8, 2.03, 7.84, repro,
2012-10-03,0.35, 17.39, -1.29, 1.81, 1.97, 7.71, repro,
2012-10-04,3.72, 14.46, 5.04, 1.94, 2.23, 8.75, repro,
2012-10-05,4.59, 18.87, 15.79, 1.81, 2.11, 7.89, repro,
2012-10-06,3.74, 19.18, 0.99, 1.79, 2, 7.69, repro,
2012-10-07,4.42, 18.07, 3.07, 1.81, 1.98, 7.84, repro,
2012-10-08,5.18, 15.35, -7.24, 1.83, 1.99, 7.85, repro,
2012-10-09,2.10, 17.52, 13.50, 3.85, 3.97, 16.11, repro,
2012-10-10,4.10, 16.20, 7.33, 1.88, 2.18, 8.21, repro,
2012-10-11,5.10, 13.22, -8.58, 1.98, 2.37, 8.8, repro,
2012-10-12,4.16, 15.55, 3.76, 1.82, 2, 7.79, repro,
2012-10-13,3.96, 12.87, -19.84, 1.88, 2.09, 8.28, repro,
2012-10-14,-0.91, 15.99, 0.10, 10000, 10000, 10000, repro,
2012-10-15,5.40, 19.48, 8.48, 2.1, 2.32, 9.12, repro,
2012-10-16,6.64, 14.33, 5.82, 1.91, 2.07, 8.28, repro,
2012-10-17,0.87, 16.33, 2.80, 1.83, 2.05, 7.91, repro,
2012-10-18,1.71, 13.12, -1.46, 2.01, 2.34, 9.38, repro,
2012-10-19,4.77, 18.48, 9.60, 1.91, 2.15, 8.51, repro,
2012-10-20,1.75, 14.73, 16.15, 1.82, 2.02, 7.77, repro,
2012-10-21,2.56, 15.97, 24.38, 2.05, 2.29, 9.02, repro,
2012-10-22,2.34, 18.95, 4.41, 1.92, 2.08, 8.51, repro,
2012-10-23,3.82, 16.73, -9.29, 1.86, 2.1, 8.34, repro,
2012-10-24,5.66, 16.30, 7.12, 2.1, 2.33, 9.41, repro,
2012-11-08,2.44, 16.37, -4.60, 1.87, 2.07, 8.15, repro,
2012-11-09,4.00, 13.94, 14.66, 1.88, 2.13, 8.12, repro,
2012-11-10,2.21, 15.70, -3.98, 1.83, 2.02, 8.06, repro,
2012-11-11,0.18, 14.51, -20.75, 1.85, 2.05, 8.13, repro,
2012-11-12,2.78, 17.54, -3.78, 1.8, 1.98, 7.71, repro,
2012-11-13,2.54, 16.25, 1.95, 1.89, 2.04, 8.06, repro,
2012-11-14,4.40, 15.98, -4.74, 1.81, 2.04, 7.91, repro,
2012-11-15,3.51, 14.48, -2.53, 2.23, 2.36, 8.8, repro,
2012-11-16,2.02, 14.29, -2.54, 1.91, 2.12, 8.23, repro,
2012-11-17,2.26, 14.14, 4.40, 1.84, 2.05, 8.03, repro,
2012-11-18,3.09, 16.61, 6.20, 2.04, 2.31, 8.9, repro,
2012-11-19,2.67, 16.85, 5.99, 1.81, 2.02, 8.18, repro,
2012-11-20,1.83, 16.55, 4.89, 1.85, 2.06, 8, repro,
2012-11-21,2.67, 16.68, -2.57, 1.8, 2.02, 7.87, repro,
2012-11-22,2.95, 15.04, 13.95, 1.87, 2.1, 8.21, repro,
2012-11-23,1.76, 16.87, 3.70, 1.83, 1.98, 8.04, repro,
2012-11-24,1.32, 18.68, 1.97, 1.81, 2.04, 7.94, repro,
2012-11-25,1.46, 18.78, -0.32, 1.82, 1.98, 8.04, repro,
2012-11-26,2.58, 18.82, -3.12, 1.87, 2.07, 8.12, repro,
2012-11-27,2.18, 17.13, -1.13, 1.82, 1.97, 7.95, repro,
2012-11-28,1.89, 15.67, -10.00, 1.91, 2.09, 8.34, repro,
2012-11-29,3.16, 13.93, -33.83, 1.81, 2.04, 7.83, repro,
2012-11-30,5.15, 17.38, 7.46, 1.98, 2.18, 8.73, repro,
2012-12-01,5.55, 17.39, 1.13, 1.81, 1.97, 7.94, repro,
2012-12-02,1.03, 16.92, -1.23, 1.78, 1.95, 7.63, repro,
2012-12-03,4.22, 15.47, 1.69, 1.8, 2.01, 7.84, repro,
2012-12-04,1.93, 16.79, -0.01, 1.83, 1.97, 7.93, repro,
2012-12-05,1.51, 15.31, -3.96, 1.82, 2.08, 8.17, repro,
2012-12-06,1.65, 16.60, -4.47, 1.81, 1.99, 7.84, repro,
2012-12-07,1.37, 16.88, -5.13, 1.81, 1.97, 7.87, repro,
2012-12-08,1.34, 17.28, 1.15, 1.78, 1.95, 7.63, repro,
2012-12-09,1.98, 17.11, -0.82, 1.82, 1.96, 7.94, repro,
2012-12-10,1.32, 16.55, 9.31, 1.81, 1.99, 7.83, repro,
2012-12-11,2.20, 20.13, -13.62, 1.79, 1.98, 7.78, repro,
2012-12-12,-0.01, 15.62, -7.87, 1.82, 1.98, 8.01, repro,
2012-12-13,2.31, 14.99, 3.14, 1.86, 2.09, 8.25, repro,
2012-12-14,1.36, 17.14, -2.73, 1.84, 1.97, 7.91, repro,
2012-12-15,-0.48, 17.46, -4.96, 1.81, 1.97, 7.69, repro,
2012-12-16,2.94, 17.60, -8.45, 1.87, 2.19, 8.28, repro,
2012-12-17,0.73, 18.31, 0.69, 1.85, 2, 7.97, repro,
2012-12-18,0.58, 16.85, -5.96, 1.86, 2, 8.02, repro,
2012-12-19,0.92, 17.66, -1.03, 1.79, 1.96, 7.63, repro,
2012-12-20,0.25, 17.11, 5.21, 1.83, 1.97, 7.75, repro,
2012-12-21,1.29, 17.30, -2.59, 1.8, 1.95, 7.65, repro,
2012-12-22,0.02, 16.42, 7.81, 1.79, 1.98, 7.75, repro,
2012-12-23,1.59, 19.03, 4.28, 1.83, 2, 7.74, repro,
2012-12-24,2.36, 15.54, -2.06, 1.88, 1.98, 8.03, repro,
2012-12-25,2.28, 17.80, -2.61, 1.85, 2.03, 7.9, repro,
2012-12-26,9.01, 16.32, 4.06, 1.86, 2.03, 8.07, repro,
2012-12-27,0.99, 16.74, 2.75, 1.79, 1.96, 7.63, repro,
2012-12-28,2.79, 16.70, -5.66, 1.81, 1.95, 7.63, repro,
2012-12-29,2.65, 16.90, -2.72, 1.91, 2.03, 7.94, repro,
2012-12-30,1.51, 17.18, 1.58, 1.86, 2.03, 8.02, repro,
2012-12-31,1.26, 17.49, 1.36, 1.83, 1.97, 7.78, repro,
2013-01-01,2.33, 20.18, -3.38, 1.82, 2.08, 7.81, repro,
2013-01-02,1.35, 19.07, -4.11, 1.8, 2.07, 7.68, repro,
2013-01-03,3.66, 17.76, -0.71, 1.82, 2.04, 7.76, repro,
2013-01-04,3.51, 20.17, 7.99, 1.8, 2.06, 7.71, repro,
2013-01-05,3.57, 15.79, 1.48, 1.8, 2.07, 7.68, repro,
2013-01-06,2.01, 18.06, -4.83, 1.63, 1.78, 7.59, rern6,
2013-01-07,4.54, 15.93, 3.54, 1.59, 1.74, 7.34, rern6,
2013-01-08,2.86, 16.06, -7.02, 1.64, 1.87, 7.68, rern6,
2013-01-09,2.96, 16.53, 11.65, 1.63, 1.81, 7.54, rern6,
2013-01-10,4.80, 16.46, -9.89, 1.64, 1.8, 7.52, rern6,
2013-01-11,2.89, 15.43, 0.00, 1.6, 1.76, 7.36, rern6,
2013-01-12,2.37, 16.91, -0.33, 1.62, 1.79, 7.53, rern6,
2013-01-13,3.16, 16.52, 2.22, 1.62, 1.76, 7.47, rern6,
2013-01-14,3.04, 17.21, 1.32, 1.67, 1.79, 7.62, rern6,
2013-01-15,1.78, 19.13, 3.90, 1.77, 1.83, 8.08, rern6,
2013-01-16,1.60, 18.75, -3.31, 1.7, 1.89, 7.96, rern6,
2013-01-17,3.43, 19.17, -0.87, 1.66, 1.86, 7.74, rern6,
2013-01-18,3.19, 18.98, 0.33, 1.69, 1.81, 7.84, rern6,
2013-01-19,3.08, 20.34, -4.05, 1.59, 1.76, 7.39, rern6,
2013-01-20,2.91, 17.53, 8.76, 1.75, 1.81, 7.92, rern6,
2013-01-21,1.71, 20.14, 6.00, 1.61, 1.77, 7.43, rern6,
2013-01-22,2.40, 19.52, 1.02, 1.63, 1.8, 7.52, rern6,
2013-01-23,3.86, 18.19, 3.25, 1.68, 1.84, 7.66, rern6,
2013-01-24,2.26, 19.80, 9.13, 1.68, 1.86, 7.67, rern6,
2013-01-25,2.48, 18.11, 5.43, 1.63, 1.77, 7.51, rern6,
2013-01-26,2.77, 21.03, -1.85, 1.63, 1.76, 7.47, rern6,
2013-01-27,2.58, 20.51, -10.16, 1.62, 1.77, 7.47, rern6,
2013-01-28,3.64, 19.17, 0.44, 1.83, 2.14, 8.45, rern6,
2013-01-29,4.62, 20.01, 10.75, 1.59, 1.79, 7.41, rern6,
2013-01-30,3.28, 19.89, -1.92, 1.64, 1.89, 7.65, rern6,
2013-01-31,4.86, 19.97, 8.36, 1.59, 1.79, 7.36, rern6,
2013-02-01,3.18, 20.26, 6.20, 1.59, 1.79, 7.37, rern6,
2013-02-02,5.77, 29.67, 17.15, 3.84, 4.59, 19.18, rern6,
2013-02-03,10.82, 22.29, 28.30, 1.58, 1.76, 7.35, rern6,
2013-02-04,10.43, 21.55, 30.79, 1.58, 1.77, 7.33, rern6,
2013-02-05,13.11, 21.43, 37.58, 1.67, 1.8, 7.58, rern6,
2013-02-06,11.28, 21.28, 29.79, 1.69, 1.91, 7.72, rern6,
2013-02-07,8.92, 21.81, 26.96, 1.61, 1.81, 7.4, rern6,
2013-02-08,11.13, 20.43, 29.72, 1.6, 1.77, 7.34, rern6,
2013-02-09,9.80, 23.68, 18.81, 1.59, 1.8, 7.44, rern6,
2013-02-10,9.97, 19.41, 25.60, 1.84, 2.01, 8.68, rern6,
2013-02-11,8.41, 21.20, 30.14, 1.6, 1.83, 7.48, rern6,
2013-02-12,10.91, 20.65, 21.26, 1.63, 1.83, 7.53, rern6,
2013-02-13,11.20, 20.54, 25.39, 1.67, 1.85, 7.89, rern6,
2013-02-14,12.82, 21.13, 25.98, 1.58, 1.76, 7.34, rern6,
2013-02-15,10.49, 20.28, 17.96, 1.61, 1.78, 7.39, rern6,
2013-02-16,11.87, 20.75, 28.28, 1.62, 1.78, 7.46, rern6,
2013-02-17,9.94, 22.17, 22.42, 1.58, 1.75, 7.29, rern6,
2013-02-18,11.35, 20.39, 22.13, 1.57, 1.74, 7.21, rern6,
2013-02-19,10.69, 23.29, 14.63, 1.61, 1.79, 7.48, rern6,
2013-02-20,9.64, 22.50, 22.55, 1.58, 1.75, 7.28, rern6,
2013-02-21,9.81, 20.95, 18.86, 1.61, 1.8, 7.46, rern6,
2013-02-22,10.76, 20.08, 21.09, 1.65, 1.85, 7.56, rern6,
2013-02-23,11.55, 21.54, 30.19, 1.66, 1.9, 7.63, rern6,
2013-02-24,11.19, 21.81, 28.11, 1.58, 1.76, 7.3, rern6,
2013-02-25,10.23, 20.78, 21.29, 1.76, 2, 8.33, rern6,
2013-02-26,9.36, 20.21, 21.82, 1.61, 1.78, 7.48, rern6,
2013-02-27,9.80, 22.16, 18.53, 1.59, 1.75, 7.34, rern6,
2013-02-28,10.03, 19.74, 20.89, 1.6, 1.76, 7.34, rern6,
2013-03-01,10.32, 23.03, 15.77, 1.59, 1.77, 7.4, rern6,
2013-03-02,9.41, 21.19, 22.15, 1.58, 1.78, 7.35, rern6,
2013-03-03,9.69, 19.05, 28.03, 1.67, 1.89, 7.48, rern6,
2013-03-04,9.42, 22.14, 24.01, 1.65, 1.85, 7.59, rern6,
2013-03-05,10.12, 20.22, 23.62, 1.59, 1.78, 7.36, rern6,
2013-03-06,9.85, 22.12, 19.98, 1.64, 1.87, 7.61, rern6,
2013-03-07,11.31, 20.89, 20.18, 1.64, 1.88, 7.67, rern6,
2013-03-08,9.65, 21.53, 20.32, 1.59, 1.78, 7.35, rern6,
2013-03-09,9.99, 21.42, 22.49, 1.58, 1.77, 7.35, rern6,
2013-03-10,10.51, 21.57, 27.63, 1.6, 1.78, 7.39, rern6,
2013-03-11,9.28, 21.62, 21.49, 1.6, 1.76, 7.36, rern6,
2013-03-12,9.87, 22.39, 20.40, 1.6, 1.78, 7.45, rern6,
2013-03-13,10.55, 22.05, 20.16, 1.6, 1.78, 7.43, rern6,
2013-03-14,8.91, 22.46, 19.50, 1.61, 1.78, 7.46, rern6,
2013-03-15,10.82, 22.86, 27.37, 1.61, 1.78, 7.46, rern6,
2013-03-16,9.78, 23.16, 22.52, 1.59, 1.76, 7.3, rern6,
2013-03-17,9.33, 19.60, 13.09, 1.62, 1.8, 7.38, rern6,
